Medidor,Fecha,Hora,kW_del,kVAr_del,kW_rec,kVAr_rec,tension
Alm Achupallas,01-01-2020,0:00:00,4088.174072,769.8450317,0,0,12507.18457
Alm Achupallas,01-01-2020,0:15:00,3898.282959,692.1254883,0,0,12469.9834
Alm Achupallas,01-01-2020,0:30:00,4006.410645,737.1889038,0,0,12465.14453
Alm Achupallas,01-01-2020,0:45:00,3565.306396,1058.023071,0,0,12424.3252
Alm Achupallas,01-01-2020,1:00:00,3765.763184,1199.218018,0,0,12403.37598
Alm Achupallas,01-01-2020,1:15:00,3656.265625,1131.929199,0,0,12413.06543
Alm Achupallas,01-01-2020,1:30:00,3657.942383,1172.596436,0,0,12418.38184
Alm Achupallas,01-01-2020,1:45:00,3462.654541,1091.02832,0,0,12423.9375
Alm Achupallas,01-01-2020,2:00:00,3527.154541,1164.093628,0,0,12413.22754
Alm Achupallas,01-01-2020,2:15:00,3412.941162,1151.378418,0,0,12425.56152
Alm Achupallas,01-01-2020,2:30:00,3224.587158,1099.156982,0,0,12450.6709
Alm Achupallas,01-01-2020,2:45:00,3270.246582,1157.497314,0,0,12460.20898
Alm Achupallas,01-01-2020,3:00:00,3108.535645,1094.509644,0,0,12476.53906
Alm Achupallas,01-01-2020,3:15:00,3088.091553,1142.133179,0,0,12477.01563
Alm Achupallas,01-01-2020,3:30:00,2833.393066,1043.710693,0,0,12498.16602
Alm Achupallas,01-01-2020,3:45:00,2952.467041,1140.859863,0,0,12497.56641
Alm Achupallas,01-01-2020,4:00:00,2753.400391,1034.555298,0,0,12520.85156
Alm Achupallas,01-01-2020,4:15:00,2778.969727,1114.591553,0,0,12472.66602
Alm Achupallas,01-01-2020,4:30:00,2534.201416,988.6524658,0,0,12450.94043
Alm Achupallas,01-01-2020,4:45:00,2657.855957,1078.490112,0,0,12439.56152
Alm Achupallas,01-01-2020,5:00:00,2529.463135,1013.807007,0,0,12435.92969
Alm Achupallas,01-01-2020,5:15:00,2430.281494,998.2539673,0,0,12438.89258
Alm Achupallas,01-01-2020,5:30:00,2426.500488,1021.384644,0,0,12436.29883
Alm Achupallas,01-01-2020,5:45:00,2410.819824,1016.85437,0,0,12435.8623
Alm Achupallas,01-01-2020,6:00:00,2424.327148,1041.330811,0,0,12435.81934
Alm Achupallas,01-01-2020,6:15:00,2261.339355,973.9473877,0,0,12444.97363
Alm Achupallas,01-01-2020,6:30:00,2340.061523,1026.083984,0,0,12442.88477
Alm Achupallas,01-01-2020,6:45:00,2222.344482,959.350708,0,0,12470.05078
Alm Achupallas,01-01-2020,7:00:00,2187.601563,1003.541626,0,0,12469.22559
Alm Achupallas,01-01-2020,7:15:00,1935.811279,885.9962769,0,0,12485.5293
Alm Achupallas,01-01-2020,7:30:00,2050.987305,981.6967773,0,0,12518.4502
Alm Achupallas,01-01-2020,7:45:00,1858.57959,874.8983154,0,0,12526.25488
Alm Achupallas,01-01-2020,8:00:00,2085.884033,988.5119019,0,0,12517.2207
Alm Achupallas,01-01-2020,8:15:00,1899.910034,832.8630981,0,0,12452.05664
Alm Achupallas,01-01-2020,8:30:00,2026.793213,905.4494629,0,0,12405.76465
Alm Achupallas,01-01-2020,8:45:00,1903.238525,819.37323,0,0,12407.5625
Alm Achupallas,01-01-2020,9:00:00,2062.183594,887.8513184,0,0,12399.62012
Alm Achupallas,01-01-2020,9:15:00,1973.359863,791.7834473,0,0,12400.27246
Alm Achupallas,01-01-2020,9:30:00,2205.121094,885.3465576,0,0,12379.15332
Alm Achupallas,01-01-2020,9:45:00,2230.118896,842.8683472,0,0,12376.10547
Alm Achupallas,01-01-2020,10:00:00,2193.329346,806.1487427,0,0,12382.8252
Alm Achupallas,01-01-2020,10:15:00,2358.313477,275.7187805,0,0,12425.2334
Alm Achupallas,01-01-2020,10:30:00,2387.401367,226.3175354,0,0,12412.84473
Alm Achupallas,01-01-2020,10:45:00,2568.291992,304.1897278,0,0,12392.18652
Alm Achupallas,01-01-2020,11:00:00,2650.02002,270.5469055,0,0,12393.37891
Alm Achupallas,01-01-2020,11:15:00,2806.38916,322.407959,0,0,12373.0127
Alm Achupallas,01-01-2020,11:30:00,2803.934814,322.7286072,0,0,12350.77246
Alm Achupallas,01-01-2020,11:45:00,2898.278809,332.0927734,0,0,12322.42578
Alm Achupallas,01-01-2020,12:00:00,3040.565674,359.0161743,0,0,12320.11816
Alm Achupallas,01-01-2020,12:15:00,3163.306396,410.0328979,0,0,12368.2832
Alm Achupallas,01-01-2020,12:30:00,3178.239258,391.4349976,0,0,12394.45801
Alm Achupallas,01-01-2020,12:45:00,3230.592041,399.2588196,0,0,12379.62207
Alm Achupallas,01-01-2020,13:00:00,3325.5354,443.0726624,0,0,12375.19434
Alm Achupallas,01-01-2020,13:15:00,3347.170166,427.6887207,0,0,12373.26855
Alm Achupallas,01-01-2020,13:30:00,3354.437988,409.4234619,0,0,12370.42285
Alm Achupallas,01-01-2020,13:45:00,3525.026367,453.563446,0,0,12355.46289
Alm Achupallas,01-01-2020,14:00:00,3562.093262,504.7007446,0,0,12353.2002
Alm Achupallas,01-01-2020,14:15:00,3603.279785,533.0388794,0,0,12345.95801
Alm Achupallas,01-01-2020,14:30:00,3602.628174,554.2824097,0,0,12344.52344
Alm Achupallas,01-01-2020,14:45:00,4966.563965,1221.926392,0,0,12369.76855
Alm Achupallas,01-01-2020,15:00:00,4731.668457,1090.996704,0,0,12391.33789
Alm Achupallas,01-01-2020,15:15:00,4741.214844,1044.619507,0,0,12397.07324
Alm Achupallas,01-01-2020,15:30:00,4724.376465,1065.442139,0,0,12400.65527
Alm Achupallas,01-01-2020,15:45:00,4584.115723,1037.430054,0,0,12410.9209
Alm Achupallas,01-01-2020,16:00:00,4576.239258,1073.615479,0,0,12415.34375
Alm Achupallas,01-01-2020,16:15:00,4498.592773,1054.823853,0,0,12415.31543
Alm Achupallas,01-01-2020,16:30:00,4331.920898,1033.819946,0,0,12415.95898
Alm Achupallas,01-01-2020,16:45:00,4372.579102,1061.89563,0,0,12419.74219
Alm Achupallas,01-01-2020,17:00:00,4365.322754,1053.589722,0,0,12428.27148
Alm Achupallas,01-01-2020,17:15:00,4203.952148,1016.531921,0,0,12444.41992
Alm Achupallas,01-01-2020,17:30:00,4160.353027,1000.833313,0,0,12446.16895
Alm Achupallas,01-01-2020,17:45:00,4144.730957,981.1677246,0,0,12449.77441
Alm Achupallas,01-01-2020,18:00:00,4063.170654,956.8033447,0,0,12455.91016
Alm Achupallas,01-01-2020,18:15:00,4147.679199,963.3807373,0,0,12465.32129
Alm Achupallas,01-01-2020,18:30:00,3404.306885,631.9951782,0,0,12468.14258
Alm Achupallas,01-01-2020,18:45:00,3099.469238,527.0268555,0,0,12517.60742
Alm Achupallas,01-01-2020,19:00:00,3169.341797,543.8585205,0,0,12517.46289
Alm Achupallas,01-01-2020,19:15:00,3281.688232,563.826416,0,0,12507.50879
Alm Achupallas,01-01-2020,19:30:00,3262.673096,543.2125854,0,0,12517.85938
Alm Achupallas,01-01-2020,19:45:00,3265.87915,535.3546143,0,0,12512.26074
Alm Achupallas,01-01-2020,20:00:00,3355.076904,543.1491089,0,0,12503.11523
Alm Achupallas,01-01-2020,20:15:00,3409.463867,515.9141235,0,0,12499.02441
Alm Achupallas,01-01-2020,20:30:00,3487.67749,510.5199585,0,0,12495.68457
Alm Achupallas,01-01-2020,20:45:00,3619.575195,500.7355957,0,0,12493.97363
Alm Achupallas,01-01-2020,21:00:00,3932.148926,585.3114014,0,0,12475.85547
Alm Achupallas,01-01-2020,21:15:00,4228.547363,608.2202148,0,0,12434.94043
Alm Achupallas,01-01-2020,21:30:00,4639.896484,673.4893188,0,0,12410.77246
Alm Achupallas,01-01-2020,21:45:00,4808.181641,664.9282837,0,0,12408.19629
Alm Achupallas,01-01-2020,22:00:00,4946.756836,693.2684937,0,0,12407.96875
Alm Achupallas,01-01-2020,22:15:00,4871.524414,675.7279053,0,0,12419.50879
Alm Achupallas,01-01-2020,22:30:00,4737.089844,637.0773926,0,0,12447.14355
Alm Achupallas,01-01-2020,22:45:00,4554.566895,568.1932373,0,0,12480.58008
Alm Achupallas,01-01-2020,23:00:00,4521.45166,592.0913086,0,0,12496.25781
Alm Achupallas,01-01-2020,23:15:00,4179.541504,495.3082581,0,0,12530.85645
Alm Achupallas,01-01-2020,23:30:00,4203.54834,571.5220337,0,0,12539.87012
Alm Achupallas,01-01-2020,23:45:00,3920.749512,460.4390259,0,0,12465.45313
Alm Achupallas,02-01-2020,0:00:00,3852.03125,494.7626343,0,0,12453.81738
Alm Achupallas,02-01-2020,0:15:00,3434.434814,362.8161316,0,0,12471.43262
Alm Achupallas,02-01-2020,0:30:00,3408.384521,468.6806335,0,0,12466.35352
Alm Achupallas,02-01-2020,0:45:00,3133.717529,950.5701904,0,0,12424.82324
Alm Achupallas,02-01-2020,1:00:00,3036.819824,997.6126099,0,0,12429.76074
Alm Achupallas,02-01-2020,1:15:00,2825.664795,946.3185425,0,0,12453.76758
Alm Achupallas,02-01-2020,1:30:00,2767.704834,971.5646362,0,0,12465.74023
Alm Achupallas,02-01-2020,1:45:00,2691.151611,966.3516846,0,0,12476.31445
Alm Achupallas,02-01-2020,2:00:00,2534.080566,948.1577759,0,0,12483.55762
Alm Achupallas,02-01-2020,2:15:00,2460.830078,941.0053101,0,0,12478.5791
Alm Achupallas,02-01-2020,2:30:00,2392.363037,942.4523926,0,0,12487.31152
Alm Achupallas,02-01-2020,2:45:00,2399.635986,956.9274292,0,0,12481.40234
Alm Achupallas,02-01-2020,3:00:00,2229.820557,906.593689,0,0,12491.26074
Alm Achupallas,02-01-2020,3:15:00,2171.195068,897.6730347,0,0,12496.97266
Alm Achupallas,02-01-2020,3:30:00,2207.428711,937.0598145,0,0,12500.1377
Alm Achupallas,02-01-2020,3:45:00,2135.825928,919.8812256,0,0,12507.6543
Alm Achupallas,02-01-2020,4:00:00,2077.031006,921.4988403,0,0,12504.38477
Alm Achupallas,02-01-2020,4:15:00,2091.648926,938.4581909,0,0,12505.69531
Alm Achupallas,02-01-2020,4:30:00,2142.804443,967.9890747,0,0,12498.9375
Alm Achupallas,02-01-2020,4:45:00,2072.801758,939.6713867,0,0,12503.66699
Alm Achupallas,02-01-2020,5:00:00,2048.395264,916.8400269,0,0,12509.17188
Alm Achupallas,02-01-2020,5:15:00,2114.205078,948.3148193,0,0,12505.22461
Alm Achupallas,02-01-2020,5:30:00,2145.742432,922.890564,0,0,12507.08594
Alm Achupallas,02-01-2020,5:45:00,2096.447998,895.0976563,0,0,12504.26563
Alm Achupallas,02-01-2020,6:00:00,2149.564697,892.7359619,0,0,12494.75488
Alm Achupallas,02-01-2020,6:15:00,2246.225342,900.3134766,0,0,12480.29102
Alm Achupallas,02-01-2020,6:30:00,2348.533936,947.6234741,0,0,12469.29199
Alm Achupallas,02-01-2020,6:45:00,2230.727539,854.3121338,0,0,12497.48438
Alm Achupallas,02-01-2020,7:00:00,2183.62085,841.8087158,0,0,12504.00781
Alm Achupallas,02-01-2020,7:15:00,2320.86377,883.7485352,0,0,12466.97461
Alm Achupallas,02-01-2020,7:30:00,2299.701904,874.4429932,0,0,12464.97656
Alm Achupallas,02-01-2020,7:45:00,2335.632568,893.0343628,0,0,12461.43555
Alm Achupallas,02-01-2020,8:00:00,2354.075195,895.8786011,0,0,12442.3457
Alm Achupallas,02-01-2020,8:15:00,2432.262207,939.0500488,0,0,12392.71582
Alm Achupallas,02-01-2020,8:30:00,2287.743896,834.9633179,0,0,12380.30762
Alm Achupallas,02-01-2020,8:45:00,2523.173096,933.6536865,0,0,12349.93555
Alm Achupallas,02-01-2020,9:00:00,2465.08667,884.8777466,0,0,12348.06348
Alm Achupallas,02-01-2020,9:15:00,2564.317139,893.4139404,0,0,12332.75
Alm Achupallas,02-01-2020,9:30:00,2560.671387,893.2045898,0,0,12304.78223
Alm Achupallas,02-01-2020,9:45:00,2712.886963,953.0238037,0,0,12358.66699
Alm Achupallas,02-01-2020,10:00:00,2755.153809,936.3226318,0,0,12404.5
Alm Achupallas,02-01-2020,10:15:00,2823.308594,366.4696655,0,0,12472.02344
Alm Achupallas,02-01-2020,10:30:00,2952.049561,413.4236145,0,0,12440.04688
Alm Achupallas,02-01-2020,10:45:00,2985.984131,414.0755615,0,0,12419.16406
Alm Achupallas,02-01-2020,11:00:00,2961.794189,412.5203247,0,0,12465.76953
Alm Achupallas,02-01-2020,11:15:00,3108.904785,454.9310913,0,0,12460.2041
Alm Achupallas,02-01-2020,11:30:00,3226.979736,531.8256836,0,0,12445.62695
Alm Achupallas,02-01-2020,11:45:00,3211.240234,533.295105,0,0,12429.50781
Alm Achupallas,02-01-2020,12:00:00,3290.850098,539.7852173,0,0,12433.1709
Alm Achupallas,02-01-2020,12:15:00,3364.743896,544.2062988,0,0,12430.16895
Alm Achupallas,02-01-2020,12:30:00,3344.20752,543.3826294,0,0,12434.20996
Alm Achupallas,02-01-2020,12:45:00,3442.648193,609.5079956,0,0,12506.27246
Alm Achupallas,02-01-2020,13:00:00,3495.501465,603.1969604,0,0,12442.2998
Alm Achupallas,02-01-2020,13:15:00,3440.749268,568.767395,0,0,12416.28125
Alm Achupallas,02-01-2020,13:30:00,3398.101074,559.244812,0,0,12403.70996
Alm Achupallas,02-01-2020,13:45:00,3515.075195,577.8581543,0,0,12397.61328
Alm Achupallas,02-01-2020,14:00:00,3602.169922,599.3052979,0,0,12385.45215
Alm Achupallas,02-01-2020,14:15:00,3580.847168,595.5080566,0,0,12368.15625
Alm Achupallas,02-01-2020,14:30:00,3483.737549,576.6272583,0,0,12368.55859
Alm Achupallas,02-01-2020,14:45:00,3568.100586,604.925354,0,0,12371.95996
Alm Achupallas,02-01-2020,15:00:00,3562.606201,604.3196411,0,0,12368.91211
Alm Achupallas,02-01-2020,15:15:00,3464.781738,566.8869019,0,0,12366.62891
Alm Achupallas,02-01-2020,15:30:00,3446.56665,565.4133301,0,0,12366.91699
Alm Achupallas,02-01-2020,15:45:00,3393.762451,573.7661133,0,0,12363.05176
Alm Achupallas,02-01-2020,16:00:00,3302.640625,551.2327271,0,0,12382.99121
Alm Achupallas,02-01-2020,16:15:00,3199.856445,542.4055176,0,0,12387.13477
Alm Achupallas,02-01-2020,16:30:00,3242.411865,550.7423706,0,0,12388.11035
Alm Achupallas,02-01-2020,16:45:00,3237.121094,575.0095825,0,0,12406.74414
Alm Achupallas,02-01-2020,17:00:00,3224.315918,587.605835,0,0,12432.47754
Alm Achupallas,02-01-2020,17:15:00,3154.108643,554.8617554,0,0,12461.30859
Alm Achupallas,02-01-2020,17:30:00,3209.239014,597.1361694,0,0,12469.38379
Alm Achupallas,02-01-2020,17:45:00,3232.800293,593.99646,0,0,12483.86328
Alm Achupallas,02-01-2020,18:00:00,3351.001221,647.9840088,0,0,12478.82422
Alm Achupallas,02-01-2020,18:15:00,3330.216797,644.4745483,0,0,12461.99902
Alm Achupallas,02-01-2020,18:30:00,3384.720459,654.772583,0,0,12464.97363
Alm Achupallas,02-01-2020,18:45:00,3492.740723,674.6035767,0,0,12465.21582
Alm Achupallas,02-01-2020,19:00:00,3517.328369,668.8700562,0,0,12477.84668
Alm Achupallas,02-01-2020,19:15:00,3548.673096,657.2672729,0,0,12489.61426
Alm Achupallas,02-01-2020,19:30:00,3611.404785,653.9694824,0,0,12477.50781
Alm Achupallas,02-01-2020,19:45:00,3725.40625,672.8672485,0,0,12431.76367
Alm Achupallas,02-01-2020,20:00:00,3797.448486,665.9911499,0,0,12413.60938
Alm Achupallas,02-01-2020,20:15:00,3825.732666,645.0848389,0,0,12432.10547
Alm Achupallas,02-01-2020,20:30:00,3909.64917,631.144165,0,0,12441.41406
Alm Achupallas,02-01-2020,20:45:00,4056.807617,640.6459351,0,0,12422.53125
Alm Achupallas,02-01-2020,21:00:00,4241.621094,631.3788452,0,0,12413.1582
Alm Achupallas,02-01-2020,21:15:00,4538.509766,664.3407593,0,0,12368.43262
Alm Achupallas,02-01-2020,21:30:00,4867.330078,755.8482666,0,0,12398.60645
Alm Achupallas,02-01-2020,21:45:00,5075.895508,765.5353394,0,0,12422.87012
Alm Achupallas,02-01-2020,22:00:00,5016.796387,702.805603,0,0,12460.00293
Alm Achupallas,02-01-2020,22:15:00,4981.313477,699.984314,0,0,12473.75781
Alm Achupallas,02-01-2020,22:30:00,4925.443848,660.6565552,0,0,12485.17773
Alm Achupallas,02-01-2020,22:45:00,4819.752441,595.3640747,0,0,12466.28027
Alm Achupallas,02-01-2020,23:00:00,4745.154297,615.6612549,0,0,12474.75488
Alm Achupallas,02-01-2020,23:15:00,4526.459473,579.8217163,0,0,12498.04199
Alm Achupallas,02-01-2020,23:30:00,4457.953613,638.8178101,0,0,12511.52246
Alm Achupallas,02-01-2020,23:45:00,4150.707031,548.838501,0,0,12535.83691
Alm Achupallas,03-01-2020,0:00:00,4049.403076,573.9262085,0,0,12434.72461
Alm Achupallas,03-01-2020,0:15:00,3708.050781,453.2250061,0,0,12459.78516
Alm Achupallas,03-01-2020,0:30:00,3722.508301,565.4185791,0,0,12442.4248
Alm Achupallas,03-01-2020,0:45:00,3460.194336,1072.84729,0,0,12392.68457
Alm Achupallas,03-01-2020,1:00:00,3205.547363,988.8209229,0,0,12400.64844
Alm Achupallas,03-01-2020,1:15:00,2896.67749,893.2149048,0,0,12413.36328
Alm Achupallas,03-01-2020,1:30:00,2940.042236,992.3254395,0,0,12420.74316
Alm Achupallas,03-01-2020,1:45:00,2716.717285,916.3826904,0,0,12447.9541
Alm Achupallas,03-01-2020,2:00:00,2640.196045,960.6931763,0,0,12456.83105
Alm Achupallas,03-01-2020,2:15:00,2422.068848,877.4385986,0,0,12473.74121
Alm Achupallas,03-01-2020,2:30:00,2463.44751,941.5778198,0,0,12469.07715
Alm Achupallas,03-01-2020,2:45:00,2371.23291,913.024231,0,0,12479.80469
Alm Achupallas,03-01-2020,3:00:00,2328.431885,925.8731079,0,0,12484.60938
Alm Achupallas,03-01-2020,3:15:00,2157.768799,848.6608887,0,0,12488.34766
Alm Achupallas,03-01-2020,3:30:00,2277.699463,948.1005249,0,0,12458.28223
Alm Achupallas,03-01-2020,3:45:00,2172.353027,893.6047974,0,0,12476.53223
Alm Achupallas,03-01-2020,4:00:00,2180.436768,944.3696899,0,0,12467.17676
Alm Achupallas,03-01-2020,4:15:00,2049.395508,859.9821777,0,0,12479.06348
Alm Achupallas,03-01-2020,4:30:00,2138.005127,913.2893677,0,0,12480.54785
Alm Achupallas,03-01-2020,4:45:00,2068.849609,866.2033691,0,0,12478.30176
Alm Achupallas,03-01-2020,5:00:00,2102.103271,913.1152344,0,0,12474.24219
Alm Achupallas,03-01-2020,5:15:00,1993.407959,845.2590332,0,0,12483.2207
Alm Achupallas,03-01-2020,5:30:00,2153.91748,930.5455933,0,0,12472.43066
Alm Achupallas,03-01-2020,5:45:00,2118.48999,863.0656128,0,0,12479.25977
Alm Achupallas,03-01-2020,6:00:00,2238.776367,928.2484741,0,0,12464.67969
Alm Achupallas,03-01-2020,6:15:00,2155.208252,834.8797607,0,0,12474.19141
Alm Achupallas,03-01-2020,6:30:00,2383.737793,953.5748901,0,0,12460.67871
Alm Achupallas,03-01-2020,6:45:00,2395.497314,905.2930298,0,0,12469.93066
Alm Achupallas,03-01-2020,7:00:00,2423.270996,932.8044434,0,0,12475.57715
Alm Achupallas,03-01-2020,7:15:00,2265.596191,834.257019,0,0,12482.82813
Alm Achupallas,03-01-2020,7:30:00,2431.351807,887.5665894,0,0,12462.62305
Alm Achupallas,03-01-2020,7:45:00,2461.394287,901.2954712,0,0,12467.07227
Alm Achupallas,03-01-2020,8:00:00,2417.70752,904.1186523,0,0,12452.23047
Alm Achupallas,03-01-2020,8:15:00,2421.877686,895.5061646,0,0,12407.49902
Alm Achupallas,03-01-2020,8:30:00,2440.008301,870.7023315,0,0,12374.13086
Alm Achupallas,03-01-2020,8:45:00,2584.771729,942.9749146,0,0,12354.55762
Alm Achupallas,03-01-2020,9:00:00,2406.901611,818.3178101,0,0,12342.78516
Alm Achupallas,03-01-2020,9:15:00,2684.751221,894.1230469,0,0,12315.42773
Alm Achupallas,03-01-2020,9:30:00,2689.410889,888.0601196,0,0,12297.55664
Alm Achupallas,03-01-2020,9:45:00,2697.337158,880.734375,0,0,12305.56543
Alm Achupallas,03-01-2020,10:00:00,2748.912354,859.1688232,0,0,12305.16602
Alm Achupallas,03-01-2020,10:15:00,2796.558838,292.2298584,0,0,12330.86914
Alm Achupallas,03-01-2020,10:30:00,2835,297.379425,0,0,12311.25488
Alm Achupallas,03-01-2020,10:45:00,2992.781738,370.424408,0,0,12411.34863
Alm Achupallas,03-01-2020,11:00:00,2981.707275,392.9003906,0,0,12461.14648
Alm Achupallas,03-01-2020,11:15:00,2998.917236,379.7415466,0,0,12457.26758
Alm Achupallas,03-01-2020,11:30:00,3039.281006,404.5527954,0,0,12454.7959
Alm Achupallas,03-01-2020,11:45:00,3114.3396,419.7738037,0,0,12483.22852
Alm Achupallas,03-01-2020,12:00:00,3196.474365,455.8007507,0,0,12474.78125
Alm Achupallas,03-01-2020,12:15:00,3149.900879,446.1933899,0,0,12473.52734
Alm Achupallas,03-01-2020,12:30:00,3223.043701,464.2149963,0,0,12475.31934
Alm Achupallas,03-01-2020,12:45:00,3349.869385,505.9715576,0,0,12461.73926
Alm Achupallas,03-01-2020,13:00:00,3306.868408,484.6719666,0,0,12449.94629
Alm Achupallas,03-01-2020,13:15:00,3327.236816,498.8808899,0,0,12441.9834
Alm Achupallas,03-01-2020,13:30:00,3453.902832,525.9821167,0,0,12420.17285
Alm Achupallas,03-01-2020,13:45:00,3408.804199,529.4686279,0,0,12414.77344
Alm Achupallas,03-01-2020,14:00:00,3396.875,547.4462891,0,0,12402.43555
Alm Achupallas,03-01-2020,14:15:00,3487.435547,595.8128052,0,0,12378.72559
Alm Achupallas,03-01-2020,14:30:00,3409.177734,556.6394043,0,0,12379.24316
Alm Achupallas,03-01-2020,14:45:00,3374.008545,553.2821655,0,0,12391.98535
Alm Achupallas,03-01-2020,15:00:00,3438.017578,597.3120117,0,0,12380.21973
Alm Achupallas,03-01-2020,15:15:00,3404.542969,573.9744263,0,0,12380.47852
Alm Achupallas,03-01-2020,15:30:00,3326.78833,555.4094849,0,0,12366.96875
Alm Achupallas,03-01-2020,15:45:00,3333.19458,572.9404297,0,0,12359.55078
Alm Achupallas,03-01-2020,16:00:00,3340.780273,579.7521973,0,0,12362.5498
Alm Achupallas,03-01-2020,16:15:00,3302.667236,609.3711548,0,0,12370.6875
Alm Achupallas,03-01-2020,16:30:00,3311.969482,623.2485352,0,0,12386.87402
Alm Achupallas,03-01-2020,16:45:00,3344.906006,656.6238403,0,0,12378.56348
Alm Achupallas,03-01-2020,17:00:00,3294.315918,640.1618652,0,0,12391.61426
Alm Achupallas,03-01-2020,17:15:00,3236.895996,611.2716064,0,0,12422.45215
Alm Achupallas,03-01-2020,17:30:00,3328.4104,676.3996582,0,0,12450.16699
Alm Achupallas,03-01-2020,17:45:00,3312.654297,666.5194092,0,0,12470.62988
Alm Achupallas,03-01-2020,18:00:00,3313.471191,663.7644043,0,0,12499.44531
Alm Achupallas,03-01-2020,18:15:00,3397.95874,679.6906128,0,0,12504.55664
Alm Achupallas,03-01-2020,18:30:00,3400.983643,670.8317871,0,0,12508.31445
Alm Achupallas,03-01-2020,18:45:00,3396.099121,658.3279419,0,0,12512.57227
Alm Achupallas,03-01-2020,19:00:00,3548.653809,704.2970581,0,0,12512.00586
Alm Achupallas,03-01-2020,19:15:00,3575.076904,707.6619873,0,0,12518.74219
Alm Achupallas,03-01-2020,19:30:00,3538.897217,693.0148926,0,0,12525.26367
Alm Achupallas,03-01-2020,19:45:00,3635.436768,715.9318237,0,0,12522.95313
Alm Achupallas,03-01-2020,20:00:00,3743.212646,715.8032837,0,0,12522.86523
Alm Achupallas,03-01-2020,20:15:00,3785.508789,692.7633667,0,0,12528.46289
Alm Achupallas,03-01-2020,20:30:00,3864.741699,706.255188,0,0,12519.44336
Alm Achupallas,03-01-2020,20:45:00,3999.368408,713.8279419,0,0,12526.70898
Alm Achupallas,03-01-2020,21:00:00,4053.248535,680.1411133,0,0,12498.74414
Alm Achupallas,03-01-2020,21:15:00,4341.224609,706.3323975,0,0,12400.70313
Alm Achupallas,03-01-2020,21:30:00,4832.168945,781.1010742,0,0,12359.32422
Alm Achupallas,03-01-2020,21:45:00,4948.047852,761.293396,0,0,12364.86523
Alm Achupallas,03-01-2020,22:00:00,4939.584473,718.2938232,0,0,12369.63672
Alm Achupallas,03-01-2020,22:15:00,4943.423828,703.5374146,0,0,12375.61426
Alm Achupallas,03-01-2020,22:30:00,4995.208496,713.7009888,0,0,12383.57227
Alm Achupallas,03-01-2020,22:45:00,4767.138184,651.5515137,0,0,12397.81738
Alm Achupallas,03-01-2020,23:00:00,4673.354492,657.588623,0,0,12422.32031
Alm Achupallas,03-01-2020,23:15:00,4350.196777,506.4414673,0,0,12441.27734
Alm Achupallas,03-01-2020,23:30:00,4402.487305,606.9953613,0,0,12432.17285
Alm Achupallas,03-01-2020,23:45:00,4167.181641,506.4518433,0,0,12451.60742
Alm Achupallas,04-01-2020,0:00:00,4155.620117,585.9349976,0,0,12443.62402
Alm Achupallas,04-01-2020,0:15:00,3787.212158,474.0933533,0,0,12462.99707
Alm Achupallas,04-01-2020,0:30:00,3778.293945,554.4650879,0,0,12463.01074
Alm Achupallas,04-01-2020,0:45:00,3541.426758,1070.466919,0,0,12426.16797
Alm Achupallas,04-01-2020,1:00:00,3463.131348,1109.538696,0,0,12437.75098
Alm Achupallas,04-01-2020,1:15:00,3176.573975,1003.360352,0,0,12461.32422
Alm Achupallas,04-01-2020,1:30:00,3077.944336,1015.57135,0,0,12460.61523
Alm Achupallas,04-01-2020,1:45:00,3047.373291,1051.246582,0,0,12455.0293
Alm Achupallas,04-01-2020,2:00:00,2786.298828,1011.53064,0,0,12479.17578
Alm Achupallas,04-01-2020,2:15:00,2752.042725,1048.450684,0,0,12485.8418
Alm Achupallas,04-01-2020,2:30:00,2569.72998,966.4616089,0,0,12501.41113
Alm Achupallas,04-01-2020,2:45:00,2648.829346,1054.656738,0,0,12498.92578
Alm Achupallas,04-01-2020,3:00:00,2374.222168,915.5708618,0,0,12433.24023
Alm Achupallas,04-01-2020,3:15:00,2440.011719,957.6201172,0,0,12369.22754
Alm Achupallas,04-01-2020,3:30:00,2263.444336,876.406189,0,0,12371.79785
Alm Achupallas,04-01-2020,3:45:00,2382.473877,969.5056763,0,0,12349.6123
Alm Achupallas,04-01-2020,4:00:00,2123.143799,853.5196533,0,0,12370.4834
Alm Achupallas,04-01-2020,4:15:00,2274.058594,952.3704224,0,0,12355.90527
Alm Achupallas,04-01-2020,4:30:00,2114.401123,868.7709961,0,0,12360.22266
Alm Achupallas,04-01-2020,4:45:00,2246.246826,946.0767212,0,0,12353.24512
Alm Achupallas,04-01-2020,5:00:00,2041.1427,853.5375977,0,0,12371.46094
Alm Achupallas,04-01-2020,5:15:00,2174.918701,924.3796387,0,0,12358.46973
Alm Achupallas,04-01-2020,5:30:00,2067.926758,839.8747559,0,0,12366.12109
Alm Achupallas,04-01-2020,5:45:00,2224.769531,945.5924072,0,0,12351.13965
Alm Achupallas,04-01-2020,6:00:00,2047.649536,848.1869507,0,0,12360.03809
Alm Achupallas,04-01-2020,6:15:00,2219.303223,935.1654053,0,0,12347.79297
Alm Achupallas,04-01-2020,6:30:00,2086.428223,842.1629028,0,0,12361.00684
Alm Achupallas,04-01-2020,6:45:00,2183.269531,903.5129395,0,0,12378.84961
Alm Achupallas,04-01-2020,7:00:00,1952.702393,767.8917236,0,0,12410.2793
