Medidor,Fecha,Hora,kW_del,kVAr_del,kW_rec,kVAr_rec,tension
Alm Achupallas,07-04-2020,20:30:00,5308.597168,517.3517456,0,0,12429.99316
Alm Achupallas,07-04-2020,20:45:00,5228.894531,510.4264832,0,0,12452.92871
Alm Achupallas,07-04-2020,21:00:00,5282.661621,541.5247192,0,0,12453.33398
Alm Achupallas,07-04-2020,21:15:00,5185.899902,499.1794739,0,0,12463.7207
Alm Achupallas,07-04-2020,21:30:00,5015.204102,463.759552,0,0,12467.36133
Alm Achupallas,07-04-2020,21:45:00,4988.70166,468.98526,0,0,12478.54297
Alm Achupallas,07-04-2020,22:00:00,4897.07959,466.9858398,0,0,12487.42773
Alm Achupallas,07-04-2020,22:15:00,4671.258301,403.624054,0,0,12495.82422
Alm Achupallas,07-04-2020,22:30:00,4676.52002,463.9189148,0,0,12489.58203
Alm Achupallas,07-04-2020,22:45:00,4470.414551,400.7823792,0,0,12496.78906
Alm Achupallas,07-04-2020,23:00:00,4375.811523,444.8733521,0,0,12506.37598
Alm Achupallas,07-04-2020,23:15:00,4039.003174,334.7932739,0,0,12531.09863
Alm Achupallas,07-04-2020,23:30:00,4045.836182,408.9831848,0,0,12522.97656
Alm Achupallas,07-04-2020,23:45:00,3820.73291,940.4625244,0,0,12476.32031
Alm Achupallas,08-04-2020,0:00:00,3737.93457,968.4096069,0,0,12484.39355
Alm Achupallas,08-04-2020,0:15:00,3494.854736,910.5318604,0,0,12458.85547
Alm Achupallas,08-04-2020,0:30:00,3443.19043,952.6836548,0,0,12443.17871
Alm Achupallas,08-04-2020,0:45:00,3259.051758,924.0202637,0,0,12457.22363
Alm Achupallas,08-04-2020,1:00:00,3104.999023,919.4848022,0,0,12464.47363
Alm Achupallas,08-04-2020,1:15:00,2831.296875,802.3148193,0,0,12474.44922
Alm Achupallas,08-04-2020,1:30:00,2905.968018,904.4347534,0,0,12472.86035
Alm Achupallas,08-04-2020,1:45:00,2589.572266,797.142395,0,0,12485.88867
Alm Achupallas,08-04-2020,2:00:00,2585.468018,870.7084961,0,0,12475.61328
Alm Achupallas,08-04-2020,2:15:00,2422.587402,791.210144,0,0,12465.22266
Alm Achupallas,08-04-2020,2:30:00,2506.768799,878.3272705,0,0,12441.43457
Alm Achupallas,08-04-2020,2:45:00,2242.856201,764.5947266,0,0,12448.26367
Alm Achupallas,08-04-2020,3:00:00,2334.642334,859.2802124,0,0,12444.96289
Alm Achupallas,08-04-2020,3:15:00,2215.168213,777.8685913,0,0,12455.97266
Alm Achupallas,08-04-2020,3:30:00,2312.933838,869.019043,0,0,12447.82715
Alm Achupallas,08-04-2020,3:45:00,2062.366211,718.5524902,0,0,12471.5957
Alm Achupallas,08-04-2020,4:00:00,2244.626953,856.6490479,0,0,12451.88574
Alm Achupallas,08-04-2020,4:15:00,1985.073975,702.7497559,0,0,12475.85449
Alm Achupallas,08-04-2020,4:30:00,2210.615234,846.8892212,0,0,12464.05371
Alm Achupallas,08-04-2020,4:45:00,2022.060547,746.2041626,0,0,12478.72754
Alm Achupallas,08-04-2020,5:00:00,2194.981689,852.7026367,0,0,12467.33887
Alm Achupallas,08-04-2020,5:15:00,2036.460571,745.4887695,0,0,12481.34668
Alm Achupallas,08-04-2020,5:30:00,2214.952637,869.3378906,0,0,12469.20703
Alm Achupallas,08-04-2020,5:45:00,2168.668701,799.2584229,0,0,12471.08594
Alm Achupallas,08-04-2020,6:00:00,2245.217529,865.5120239,0,0,12455.16602
Alm Achupallas,08-04-2020,6:15:00,2169.232422,762.3881226,0,0,12465.8877
Alm Achupallas,08-04-2020,6:30:00,2386.609375,860.4893799,0,0,12443.54004
Alm Achupallas,08-04-2020,6:45:00,2322.070313,789.7700195,0,0,12445.01758
Alm Achupallas,08-04-2020,7:00:00,2516.803711,882.6269531,0,0,12431.48633
Alm Achupallas,08-04-2020,7:15:00,2354.122803,759.8273315,0,0,12451.58301
Alm Achupallas,08-04-2020,7:30:00,2442.897461,812.4732666,0,0,12458.00781
Alm Achupallas,08-04-2020,7:45:00,2454.200684,778.4272461,0,0,12448.71484
Alm Achupallas,08-04-2020,8:00:00,2441.023926,772.2957153,0,0,12439.55957
Alm Achupallas,08-04-2020,8:15:00,2581.585449,764.7323608,0,0,12391.85938
Alm Achupallas,08-04-2020,8:30:00,2628.192871,810.0805054,0,0,12362.66406
Alm Achupallas,08-04-2020,8:45:00,2719.013672,804.1951904,0,0,12346.88672
Alm Achupallas,08-04-2020,9:00:00,2746.454834,741.1861572,0,0,12322.73145
Alm Achupallas,08-04-2020,9:15:00,2862.22998,204.9580231,0,0,12362.81641
Alm Achupallas,08-04-2020,9:30:00,2950.805908,219.2447357,0,0,12366.79297
Alm Achupallas,08-04-2020,9:45:00,3171.679199,246.7123108,0,0,12347.3623
Alm Achupallas,08-04-2020,10:00:00,3219.231445,233.3587494,0,0,12337.09473
Alm Achupallas,08-04-2020,10:15:00,3251.113037,244.7389984,0,0,12342.62012
Alm Achupallas,08-04-2020,10:30:00,3383.146973,272.7459106,0,0,12320.27441
Alm Achupallas,08-04-2020,10:45:00,3453.720215,308.5845642,0,0,12312.43066
Alm Achupallas,08-04-2020,11:00:00,3417.868164,293.3260803,0,0,12319.94434
Alm Achupallas,08-04-2020,11:15:00,3490.930908,303.6765747,0,0,12315.71191
Alm Achupallas,08-04-2020,11:30:00,3613.41333,324.9453125,0,0,12300.16895
Alm Achupallas,08-04-2020,11:45:00,3672.966064,351.7807312,0,0,12399.71973
Alm Achupallas,08-04-2020,12:00:00,3655.464355,347.3284912,0,0,12393.54199
Alm Achupallas,08-04-2020,12:15:00,3716.181885,357.5237427,0,0,12388.68652
Alm Achupallas,08-04-2020,12:30:00,3838.364746,399.8638916,0,0,12374.87207
Alm Achupallas,08-04-2020,12:45:00,3874.010254,385.0523376,0,0,12389.46191
Alm Achupallas,08-04-2020,13:00:00,3914.241943,404.0045166,0,0,12385.40527
Alm Achupallas,08-04-2020,13:15:00,4051.202637,449.5050049,0,0,12403.41309
Alm Achupallas,08-04-2020,13:30:00,4182.390137,506.9981384,0,0,12477.91699
Alm Achupallas,08-04-2020,13:45:00,4149.057617,476.0322266,0,0,12475.01855
Alm Achupallas,08-04-2020,14:00:00,4180.842773,510.5452576,0,0,12490.10156
Alm Achupallas,08-04-2020,14:15:00,4246.413086,516.6259766,0,0,12476.7373
Alm Achupallas,08-04-2020,14:30:00,4126.966797,507.1625671,0,0,12479.75293
Alm Achupallas,08-04-2020,14:45:00,4050.890625,502.2153625,0,0,12500.4248
Alm Achupallas,08-04-2020,15:00:00,4084.344727,495.4882202,0,0,12511.10352
Alm Achupallas,08-04-2020,15:15:00,4023.022217,495.0323792,0,0,12513.25977
Alm Achupallas,08-04-2020,15:30:00,3855.56958,419.0266418,0,0,12452.09082
Alm Achupallas,08-04-2020,15:45:00,3881.941406,470.9295654,0,0,12406.4209
Alm Achupallas,08-04-2020,16:00:00,4020.916992,535.930542,0,0,12397.57031
Alm Achupallas,08-04-2020,16:15:00,3918.567627,511.5021667,0,0,12412.62402
Alm Achupallas,08-04-2020,16:30:00,3877.502686,510.2941895,0,0,12421.48438
Alm Achupallas,08-04-2020,16:45:00,3879.063721,534.8028564,0,0,12441.01758
Alm Achupallas,08-04-2020,17:00:00,3961.61084,553.3084106,0,0,12466.26953
Alm Achupallas,08-04-2020,17:15:00,3926.21167,520.7409668,0,0,12475.78516
Alm Achupallas,08-04-2020,17:30:00,3888.321289,490.9019165,0,0,12455.35547
Alm Achupallas,08-04-2020,17:45:00,4018.532227,473.7006226,0,0,12458.67871
Alm Achupallas,08-04-2020,18:00:00,4135.080078,466.9497986,0,0,12464.6123
Alm Achupallas,08-04-2020,18:15:00,4282.841797,447.0228882,0,0,12473.02539
Alm Achupallas,08-04-2020,18:30:00,4526.140137,454.9885864,0,0,12456.11523
Alm Achupallas,08-04-2020,18:45:00,4918.599121,550.5109253,0,0,12384.20801
Alm Achupallas,08-04-2020,19:00:00,5503.786133,632.6782837,0,0,12337.14453
Alm Achupallas,08-04-2020,19:15:00,5710.742188,599.0861206,0,0,12335.62402
Alm Achupallas,08-04-2020,19:30:00,5759.163086,595.2418823,0,0,12356.90039
Alm Achupallas,08-04-2020,19:45:00,5820.463867,609.5212402,0,0,12367.15234
Alm Achupallas,08-04-2020,20:00:00,5756.533691,587.2058716,0,0,12383.14844
Alm Achupallas,08-04-2020,20:15:00,5578.038086,562.2988892,0,0,12385.26074
Alm Achupallas,08-04-2020,20:30:00,5508.905273,568.4833374,0,0,12389.14355
Alm Achupallas,08-04-2020,20:45:00,5492.282227,565.0908203,0,0,12398.49512
Alm Achupallas,08-04-2020,21:00:00,5362.998047,545.0095215,0,0,12407.31934
Alm Achupallas,08-04-2020,21:15:00,5275.313965,514.4509888,0,0,12411.76074
Alm Achupallas,08-04-2020,21:30:00,5199.067871,512.694519,0,0,12414.4248
Alm Achupallas,08-04-2020,21:45:00,4920.378418,457.874176,0,0,12445.05078
Alm Achupallas,08-04-2020,22:00:00,4853.671387,454.5212402,0,0,12459.81348
Alm Achupallas,08-04-2020,22:15:00,4693.907227,432.3076782,0,0,12464.45508
Alm Achupallas,08-04-2020,22:30:00,4742.62207,548.406311,0,0,12441.09863
Alm Achupallas,08-04-2020,22:45:00,4474.319824,454.9011536,0,0,12457.38965
Alm Achupallas,08-04-2020,23:00:00,4512.625488,549.4403687,0,0,12467.27148
Alm Achupallas,08-04-2020,23:15:00,4152.380859,430.6911926,0,0,12483.60938
Alm Achupallas,08-04-2020,23:30:00,4105.056152,503.8840332,0,0,12479.13379
Alm Achupallas,08-04-2020,23:45:00,3848.424316,1018.751099,0,0,12436.32715
Alm Achupallas,09-04-2020,0:00:00,3626.092773,953.3161621,0,0,12460.67871
Alm Achupallas,09-04-2020,0:15:00,3360.944092,865.8953857,0,0,12466.87988
Alm Achupallas,09-04-2020,0:30:00,3381.515381,944.9555054,0,0,12449.80859
Alm Achupallas,09-04-2020,0:45:00,3057.581787,837.9090576,0,0,12469.76758
Alm Achupallas,09-04-2020,1:00:00,3049.727539,918.4661255,0,0,12467.28027
Alm Achupallas,09-04-2020,1:15:00,2810.66626,841.0752563,0,0,12467.08887
Alm Achupallas,09-04-2020,1:30:00,2845.213135,875.5429077,0,0,12373.11621
Alm Achupallas,09-04-2020,1:45:00,2514.455078,759.0767822,0,0,12403.50977
Alm Achupallas,09-04-2020,2:00:00,2572.309814,853.8345337,0,0,12398.11328
Alm Achupallas,09-04-2020,2:15:00,2368.856689,772.0163574,0,0,12415.03809
Alm Achupallas,09-04-2020,2:30:00,2514.137695,886.6965332,0,0,12405.13574
Alm Achupallas,09-04-2020,2:45:00,2247.497803,767.9030151,0,0,12421.95996
Alm Achupallas,09-04-2020,3:00:00,2332.358398,858.1794434,0,0,12414.76953
Alm Achupallas,09-04-2020,3:15:00,2171.040283,771.0651245,0,0,12416.72559
Alm Achupallas,09-04-2020,3:30:00,2346.433594,892.5122681,0,0,12405.72363
Alm Achupallas,09-04-2020,3:45:00,2085.318848,768.1749268,0,0,12423.17773
Alm Achupallas,09-04-2020,4:00:00,2186.866211,848.5094604,0,0,12409.49805
Alm Achupallas,09-04-2020,4:15:00,2006.932129,730.1221313,0,0,12423.22852
Alm Achupallas,09-04-2020,4:30:00,2175.308594,841.055603,0,0,12412.15918
Alm Achupallas,09-04-2020,4:45:00,2085.521729,776.8734741,0,0,12417.4209
Alm Achupallas,09-04-2020,5:00:00,2158.003174,857.0527954,0,0,12407.75684
Alm Achupallas,09-04-2020,5:15:00,2012.873291,767.4981689,0,0,12420.45898
Alm Achupallas,09-04-2020,5:30:00,2206.061523,875.1142578,0,0,12411.93652
Alm Achupallas,09-04-2020,5:45:00,2060.904053,765.2288818,0,0,12415.03906
Alm Achupallas,09-04-2020,6:00:00,2239.243896,859.3917847,0,0,12395.96094
Alm Achupallas,09-04-2020,6:15:00,2229.181152,814.1734009,0,0,12384.92188
Alm Achupallas,09-04-2020,6:30:00,2396.092773,893.020813,0,0,12368.9248
Alm Achupallas,09-04-2020,6:45:00,2298.25,794.8001709,0,0,12369.00586
Alm Achupallas,09-04-2020,7:00:00,2559.084961,910.7277222,0,0,12346.74316
Alm Achupallas,09-04-2020,7:15:00,2458.443359,796.0682983,0,0,12359.12402
Alm Achupallas,09-04-2020,7:30:00,2523.80835,842.8899536,0,0,12367.46973
Alm Achupallas,09-04-2020,7:45:00,2323.516602,730.3748169,0,0,12387.22461
Alm Achupallas,09-04-2020,8:00:00,2514.077637,825.8391113,0,0,12370.62695
Alm Achupallas,09-04-2020,8:15:00,2459.541748,755.6201782,0,0,12343.27539
Alm Achupallas,09-04-2020,8:30:00,2657.450195,805.4754639,0,0,12294.62305
Alm Achupallas,09-04-2020,8:45:00,2773.25708,848.6408691,0,0,12386.60742
Alm Achupallas,09-04-2020,9:00:00,2745.551025,789.430603,0,0,12408.24023
Alm Achupallas,09-04-2020,9:15:00,2911.053955,288.523407,0,0,12466.27734
Alm Achupallas,09-04-2020,9:30:00,3093.031982,333.6777954,0,0,12412.47363
Alm Achupallas,09-04-2020,9:45:00,3118.984619,276.621521,0,0,12406.22754
Alm Achupallas,09-04-2020,10:00:00,3163.453857,308.9868774,0,0,12396.35254
Alm Achupallas,09-04-2020,10:15:00,3256.76123,339.9608154,0,0,12412.61914
Alm Achupallas,09-04-2020,10:30:00,3442.378174,361.1828613,0,0,12381.54883
Alm Achupallas,09-04-2020,10:45:00,3413.452881,346.9150391,0,0,12371.0459
Alm Achupallas,09-04-2020,11:00:00,3412.387207,358.1300659,0,0,12374.47266
Alm Achupallas,09-04-2020,11:15:00,3540.115479,389.5698853,0,0,12342.30957
Alm Achupallas,09-04-2020,11:30:00,3507.808838,390.9313049,0,0,12344.97656
Alm Achupallas,09-04-2020,11:45:00,3535.470459,382.0572205,0,0,12346.33594
Alm Achupallas,09-04-2020,12:00:00,3624.291504,421.348999,0,0,12339.7832
Alm Achupallas,09-04-2020,12:15:00,3736.188965,443.1525574,0,0,12321.70898
Alm Achupallas,09-04-2020,12:30:00,3697.076904,440.3735962,0,0,12348.0166
Alm Achupallas,09-04-2020,12:45:00,3805.852295,463.9560547,0,0,12326.19238
Alm Achupallas,09-04-2020,13:00:00,3908.556641,488.5423279,0,0,12307.39453
Alm Achupallas,09-04-2020,13:15:00,3920.043213,467.4824219,0,0,12328.30176
Alm Achupallas,09-04-2020,13:30:00,4080.853516,533.0546265,0,0,12423.98535
Alm Achupallas,09-04-2020,13:45:00,4127.487793,540.2595215,0,0,12435.87891
Alm Achupallas,09-04-2020,14:00:00,4072.969238,535.651062,0,0,12438.34961
Alm Achupallas,09-04-2020,14:15:00,4073.358154,532.8594971,0,0,12408.36035
Alm Achupallas,09-04-2020,14:30:00,4059.532715,545.5801392,0,0,12411.13965
Alm Achupallas,09-04-2020,14:45:00,4004.757324,561.1115112,0,0,12417.60352
Alm Achupallas,09-04-2020,15:00:00,4015.311035,600.3468018,0,0,12428.1123
Alm Achupallas,09-04-2020,15:15:00,4066.124512,610.1119995,0,0,12425.12305
Alm Achupallas,09-04-2020,15:30:00,3980.412598,598.8405762,0,0,12423.42188
Alm Achupallas,09-04-2020,15:45:00,3969.153076,608.5621338,0,0,12427.1377
Alm Achupallas,09-04-2020,16:00:00,3951.007813,618.3322144,0,0,12441.24902
Alm Achupallas,09-04-2020,16:15:00,3875.690186,575.0966797,0,0,12453.75293
Alm Achupallas,09-04-2020,16:30:00,3833.178711,577.5670776,0,0,12468.77246
Alm Achupallas,09-04-2020,16:45:00,3946.051025,581.3372803,0,0,12485.25781
Alm Achupallas,09-04-2020,17:00:00,3908.679443,563.1223755,0,0,12501.5752
Alm Achupallas,09-04-2020,17:15:00,3950.341064,549.0128784,0,0,12501.82813
Alm Achupallas,09-04-2020,17:30:00,4065.735352,580.644165,0,0,12494.59668
Alm Achupallas,09-04-2020,17:45:00,4004.230957,506.6003723,0,0,12506.97266
Alm Achupallas,09-04-2020,18:00:00,4020.659424,445.9422607,0,0,12442.71582
Alm Achupallas,09-04-2020,18:15:00,4300.021973,488.543335,0,0,12419.13965
Alm Achupallas,09-04-2020,18:30:00,4469.899414,466.1660461,0,0,12398.17871
Alm Achupallas,09-04-2020,18:45:00,4899.051758,545.190979,0,0,12346.7373
Alm Achupallas,09-04-2020,19:00:00,5360.583984,576.2975464,0,0,12317.28809
Alm Achupallas,09-04-2020,19:15:00,4936.862793,437.5573425,0,0,12369.87012
Alm Achupallas,09-04-2020,19:30:00,3922.778809,244.210144,0,0,12410.04297
Alm Achupallas,09-04-2020,19:45:00,3891.545654,227.1224823,0,0,12429.44922
Alm Achupallas,09-04-2020,20:00:00,4212.086426,328.5109253,0,0,12425.06543
Alm Achupallas,09-04-2020,20:15:00,5554.489258,698.3943481,0,0,12371.89844
Alm Achupallas,09-04-2020,20:30:00,5319.739258,585.7207642,0,0,12398.46191
Alm Achupallas,09-04-2020,20:45:00,5212.771484,532.4542236,0,0,12416.03516
Alm Achupallas,09-04-2020,21:00:00,5124.075684,508.2141418,0,0,12430.38086
Alm Achupallas,09-04-2020,21:15:00,5022.673828,469.5950012,0,0,12439.62402
Alm Achupallas,09-04-2020,21:30:00,4949.162109,467.7113647,0,0,12449.75684
Alm Achupallas,09-04-2020,21:45:00,4977.552734,494.6176453,0,0,12455.20117
Alm Achupallas,09-04-2020,22:00:00,4830.291504,439.3618164,0,0,12475.36914
Alm Achupallas,09-04-2020,22:15:00,4750.523926,439.348999,0,0,12469.48535
Alm Achupallas,09-04-2020,22:30:00,4816.729004,541.7218018,0,0,12452.87207
Alm Achupallas,09-04-2020,22:45:00,4704.599609,530.3920898,0,0,12469.67676
Alm Achupallas,09-04-2020,23:00:00,4509.990234,480.2614746,0,0,12499.08105
Alm Achupallas,09-04-2020,23:15:00,4320.01416,470.4498596,0,0,12513.77734
Alm Achupallas,09-04-2020,23:30:00,4183.607422,458.1630554,0,0,12519.72656
Alm Achupallas,09-04-2020,23:45:00,4064.866455,1035.564209,0,0,12453.98535
Alm Achupallas,10-04-2020,0:00:00,4014.373047,1023.527954,0,0,12382.69824
Alm Achupallas,10-04-2020,0:15:00,3683.862305,883.0280151,0,0,12367.75586
Alm Achupallas,10-04-2020,0:30:00,3444.831055,815.9266357,0,0,12380.5166
Alm Achupallas,10-04-2020,0:45:00,3462.029297,903.3294067,0,0,12376.22852
Alm Achupallas,10-04-2020,1:00:00,3188.141846,809.465332,0,0,12403.16309
Alm Achupallas,10-04-2020,1:15:00,3035.473389,791.77771,0,0,12414.56348
Alm Achupallas,10-04-2020,1:30:00,2907.605957,811.7840576,0,0,12418.47656
Alm Achupallas,10-04-2020,1:45:00,2948.772949,901.2797852,0,0,12416.61914
Alm Achupallas,10-04-2020,2:00:00,2719.87793,810.5852661,0,0,12433.08789
Alm Achupallas,10-04-2020,2:15:00,2622.735596,819.3377075,0,0,12440.40039
Alm Achupallas,10-04-2020,2:30:00,2557.044189,826.9202271,0,0,12446.95898
Alm Achupallas,10-04-2020,2:45:00,2551.5271,850.8488159,0,0,12448.92871
Alm Achupallas,10-04-2020,3:00:00,2434.658447,823.5380249,0,0,12449.78711
Alm Achupallas,10-04-2020,3:15:00,2312.321533,797.1231689,0,0,12455.20996
Alm Achupallas,10-04-2020,3:30:00,2331.969971,841.1378784,0,0,12454.27441
Alm Achupallas,10-04-2020,3:45:00,2303.963867,825.4966431,0,0,12459.42969
Alm Achupallas,10-04-2020,4:00:00,2242.239746,817.475769,0,0,12462.04883
Alm Achupallas,10-04-2020,4:15:00,2188.385498,814.1257324,0,0,12464.02148
Alm Achupallas,10-04-2020,4:30:00,2160.095459,812.7775269,0,0,12457.74316
Alm Achupallas,10-04-2020,4:45:00,2157.385498,816.402771,0,0,12458.5293
Alm Achupallas,10-04-2020,5:00:00,2071.803223,768.2014771,0,0,12463.22754
Alm Achupallas,10-04-2020,5:15:00,2118.559082,796.392334,0,0,12469.71777
Alm Achupallas,10-04-2020,5:30:00,2120.397949,793.7217407,0,0,12477.05566
Alm Achupallas,10-04-2020,5:45:00,2122.079834,813.5231934,0,0,12473.42773
Alm Achupallas,10-04-2020,6:00:00,2185.248779,837.730957,0,0,12465.86328
Alm Achupallas,10-04-2020,6:15:00,2136.900391,827.2549438,0,0,12455.07129
Alm Achupallas,10-04-2020,6:30:00,2144.615723,822.7196045,0,0,12454.63672
Alm Achupallas,10-04-2020,6:45:00,2156.483643,823.1383057,0,0,12451.72656
Alm Achupallas,10-04-2020,7:00:00,2158.381592,824.8658447,0,0,12451.7959
Alm Achupallas,10-04-2020,7:15:00,2117.958984,786.5022583,0,0,12456.41113
Alm Achupallas,10-04-2020,7:30:00,2057.585449,737.2299194,0,0,12484.00684
Alm Achupallas,10-04-2020,7:45:00,2034.542358,712.5059204,0,0,12509.58105
Alm Achupallas,10-04-2020,8:00:00,2070.12915,715.9714966,0,0,12508.99023
Alm Achupallas,10-04-2020,8:15:00,2239.734863,745.305603,0,0,12485.50781
Alm Achupallas,10-04-2020,8:30:00,2275.340576,732.409668,0,0,12474.05664
Alm Achupallas,10-04-2020,8:45:00,2476.19043,809.6384277,0,0,12464.25293
Alm Achupallas,10-04-2020,9:00:00,2442.72168,720.2355957,0,0,12471.90332
Alm Achupallas,10-04-2020,9:15:00,2764.646729,228.6662903,0,0,12505.20117
Alm Achupallas,10-04-2020,9:30:00,2961.048096,279.5395508,0,0,12483.59766
Alm Achupallas,10-04-2020,9:45:00,3024.006104,247.0403442,0,0,12473.90039
Alm Achupallas,10-04-2020,10:00:00,3177.731689,273.6872253,0,0,12462.2168
Alm Achupallas,10-04-2020,10:15:00,3353.602051,300.4892578,0,0,12447.5
Alm Achupallas,10-04-2020,10:30:00,3525.785645,339.6743774,0,0,12426.2998
Alm Achupallas,10-04-2020,10:45:00,3566.416992,337.0325317,0,0,12414.68262
Alm Achupallas,10-04-2020,11:00:00,3636.77002,409.0643311,0,0,12403.55566
Alm Achupallas,10-04-2020,11:15:00,3735.346191,428.4743958,0,0,12396.05176
Alm Achupallas,10-04-2020,11:30:00,3877.702393,480.6647034,0,0,12387.1123
Alm Achupallas,10-04-2020,11:45:00,3827.928223,482.2582703,0,0,12379.9668
Alm Achupallas,10-04-2020,12:00:00,3845.795166,494.5970764,0,0,12376.0752
Alm Achupallas,10-04-2020,12:15:00,3956.210938,529.8991699,0,0,12371.78711
Alm Achupallas,10-04-2020,12:30:00,3973.950195,524.0599976,0,0,12356.01758
Alm Achupallas,10-04-2020,12:45:00,4052.772705,572.8916016,0,0,12340.51074
Alm Achupallas,10-04-2020,13:00:00,4220.439941,618.6605835,0,0,12326.12109
Alm Achupallas,10-04-2020,13:15:00,4283.602539,622.8412476,0,0,12309.95801
Alm Achupallas,10-04-2020,13:30:00,4279.474121,637.0165405,0,0,12389.91211
Alm Achupallas,10-04-2020,13:45:00,4372.62793,687.06073,0,0,12414.30664
Alm Achupallas,10-04-2020,14:00:00,4383.139648,676.0720215,0,0,12421.5332
Alm Achupallas,10-04-2020,14:15:00,4279.527832,637.0133057,0,0,12424.79883
Alm Achupallas,10-04-2020,14:30:00,4305.09668,665.5944214,0,0,12410.19238
Alm Achupallas,10-04-2020,14:45:00,4249.961914,661.3392334,0,0,12420.59473
Alm Achupallas,10-04-2020,15:00:00,4182.42041,635.4125977,0,0,12422.16016
Alm Achupallas,10-04-2020,15:15:00,4098.05127,641.1708374,0,0,12441.94824
Alm Achupallas,10-04-2020,15:30:00,4074.068115,642.026062,0,0,12470.62109
Alm Achupallas,10-04-2020,15:45:00,3975.372803,612.7844238,0,0,12487.04492
Alm Achupallas,10-04-2020,16:00:00,3864.394531,586.2509766,0,0,12491.92578
Alm Achupallas,10-04-2020,16:15:00,3922.629395,617.1716309,0,0,12491.80762
Alm Achupallas,10-04-2020,16:30:00,3893.929443,630.0049438,0,0,12489.33203
Alm Achupallas,10-04-2020,16:45:00,3783.979736,588.3452148,0,0,12497.21582
Alm Achupallas,10-04-2020,17:00:00,3852.265381,595.7716064,0,0,12505.44434
Alm Achupallas,10-04-2020,17:15:00,3906.626709,594.4362793,0,0,12506.39844
Alm Achupallas,10-04-2020,17:30:00,3845.158447,566.7938232,0,0,12514.67285
Alm Achupallas,10-04-2020,17:45:00,3932.775879,559.8776855,0,0,12517.62891
Alm Achupallas,10-04-2020,18:00:00,4069.010742,574.2171631,0,0,12517.14746
Alm Achupallas,10-04-2020,18:15:00,4174.297852,560.1130981,0,0,12504.04785
Alm Achupallas,10-04-2020,18:30:00,4437.603516,571.7684326,0,0,12478.99023
Alm Achupallas,10-04-2020,18:45:00,4940.451172,665.8199463,0,0,12425.62012
Alm Achupallas,10-04-2020,19:00:00,5378.264648,697.9015503,0,0,12425.60938
Alm Achupallas,10-04-2020,19:15:00,5533.766113,650.5965576,0,0,12444.16113
Alm Achupallas,10-04-2020,19:30:00,5611.463379,676.5999756,0,0,12436.93457
Alm Achupallas,10-04-2020,19:45:00,5584.473633,663.8747559,0,0,12442.04492
Alm Achupallas,10-04-2020,20:00:00,5590.794434,643.5603027,0,0,12455.29785
Alm Achupallas,10-04-2020,20:15:00,5598.49707,646.4390259,0,0,12454.39746
Alm Achupallas,10-04-2020,20:30:00,5423.020508,583.3916626,0,0,12470.78809
Alm Achupallas,10-04-2020,20:45:00,5266.242188,502.3676758,0,0,12485.53027
Alm Achupallas,10-04-2020,21:00:00,5175.287109,469.7735596,0,0,12499.3291
Alm Achupallas,10-04-2020,21:15:00,5131.449219,463.8375854,0,0,12506.91602
Alm Achupallas,10-04-2020,21:30:00,5043.178223,449.7512207,0,0,12525.54004
Alm Achupallas,10-04-2020,21:45:00,5027.871094,446.7790527,0,0,12534.35449
Alm Achupallas,10-04-2020,22:00:00,4777.944824,341.1381836,0,0,12498.29883
Alm Achupallas,10-04-2020,22:15:00,4774.54834,411.4307861,0,0,12441.12793
Alm Achupallas,10-04-2020,22:30:00,4546.32373,305.9020386,0,0,12460.35742
Alm Achupallas,10-04-2020,22:45:00,4503.422363,347.8340454,0,0,12451.88965
Alm Achupallas,10-04-2020,23:00:00,4222.525879,267.0429688,0,0,12467.14063
Alm Achupallas,10-04-2020,23:15:00,4277.537109,379.8691406,0,0,12463.04785
Alm Achupallas,10-04-2020,23:30:00,4025.992188,277.0033875,0,0,12480.45801
Alm Achupallas,10-04-2020,23:45:00,3963.834961,924.5192871,0,0,12406.62988
Alm Achupallas,11-04-2020,0:00:00,3712.380371,832.4421387,0,0,12430.86035
Alm Achupallas,11-04-2020,0:15:00,3835.556396,943.2125854,0,0,12423.16309
Alm Achupallas,11-04-2020,0:30:00,3457.001953,802.6742554,0,0,12440.64844
Alm Achupallas,11-04-2020,0:45:00,3462.679932,883.8897705,0,0,12432.60742
Alm Achupallas,11-04-2020,1:00:00,3181.169189,805.0095825,0,0,12447.52148
Alm Achupallas,11-04-2020,1:15:00,3277.795898,917.5933838,0,0,12436.06445
Alm Achupallas,11-04-2020,1:30:00,2959.86499,815.604187,0,0,12453.8252
Alm Achupallas,11-04-2020,1:45:00,2925.921387,876.3936157,0,0,12458.94434
Alm Achupallas,11-04-2020,2:00:00,2734.382813,786.1938477,0,0,12483.34961
Alm Achupallas,11-04-2020,2:15:00,2789.671143,866.5244751,0,0,12481.45703
Alm Achupallas,11-04-2020,2:30:00,2565.532959,813.8583374,0,0,12498.50195
Alm Achupallas,11-04-2020,2:45:00,2483.129639,821.0028076,0,0,12495.53223
Alm Achupallas,11-04-2020,3:00:00,2504.748535,857.6116333,0,0,12494.1875
Alm Achupallas,11-04-2020,3:15:00,2439.909424,851.196167,0,0,12500.31738
Alm Achupallas,11-04-2020,3:30:00,2279.132568,780.3914185,0,0,12510.81934
Alm Achupallas,11-04-2020,3:45:00,2299.742432,823.3880615,0,0,12501.95117
