Medidor,Fecha,Hora,kW_del,kVAr_del,kW_rec,kVAr_rec,tension,,,
Alm Agua Santa,01-01-2020,0:00:00,5132.557129,1770.432007,0,0,12491.59473,,,
Alm Agua Santa,01-01-2020,0:15:00,4814.78125,1719.989868,0,0,12513.39648,,,
Alm Agua Santa,01-01-2020,0:30:00,4577.80957,1525.708374,0,0,12466.12402,,,
Alm Agua Santa,01-01-2020,0:45:00,4536.578125,1393.65564,0,0,12356.65332,,,
Alm Agua Santa,01-01-2020,1:00:00,4799.956055,1549.881836,0,0,12335.36914,,,
Alm Agua Santa,01-01-2020,1:15:00,4841.210938,1556.167358,0,0,12340.0166,,,
Alm Agua Santa,01-01-2020,1:30:00,4788.900391,1561.076538,0,0,12352.95996,,,
Alm Agua Santa,01-01-2020,1:45:00,4381.497559,1381.994141,0,0,12371.30176,,,
Alm Agua Santa,01-01-2020,2:00:00,4218.381836,1359.922119,0,0,12373.33984,,,
Alm Agua Santa,01-01-2020,2:15:00,4344.739258,1447.462646,0,0,12372.79492,,,
Alm Agua Santa,01-01-2020,2:30:00,4359.773926,1487.430664,0,0,12387.15332,,,
Alm Agua Santa,01-01-2020,2:45:00,4280.071289,1493.399414,0,0,12403.11035,,,
Alm Agua Santa,01-01-2020,3:00:00,3839.984131,1326.520142,0,0,12431.37793,,,
Alm Agua Santa,01-01-2020,3:15:00,3792.250488,1314.918457,0,0,12435.73047,,,
Alm Agua Santa,01-01-2020,3:30:00,3806.044434,1387.20874,0,0,12435.01563,,,
Alm Agua Santa,01-01-2020,3:45:00,3798.490234,1407.962524,0,0,12445.67871,,,
Alm Agua Santa,01-01-2020,4:00:00,3715.569336,1387.739624,0,0,12458.93457,,,
Alm Agua Santa,01-01-2020,4:15:00,3631.211182,1361.124146,0,0,12412.84473,,,
Alm Agua Santa,01-01-2020,4:30:00,3496.297119,1312.766113,0,0,12378.77148,,,
Alm Agua Santa,01-01-2020,4:45:00,3352.261475,1264.490601,0,0,12381.41699,,,
Alm Agua Santa,01-01-2020,5:00:00,3025.763672,1119.543091,0,0,12384.25,,,
Alm Agua Santa,01-01-2020,5:15:00,3051.138916,1173.921875,0,0,12377.4248,,,
Alm Agua Santa,01-01-2020,5:30:00,2998.341797,1184.370605,0,0,12377.32813,,,
Alm Agua Santa,01-01-2020,5:45:00,2954.269043,1190.209473,0,0,12381.01563,,,
Alm Agua Santa,01-01-2020,6:00:00,3049.13208,1250.186768,0,0,12375.65039,,,
Alm Agua Santa,01-01-2020,6:15:00,3056.596436,1263.368164,0,0,12376.31152,,,
Alm Agua Santa,01-01-2020,6:30:00,3018.420654,1247.948242,0,0,12383.24902,,,
Alm Agua Santa,01-01-2020,6:45:00,2973.744629,1243.605591,0,0,12398.22363,,,
Alm Agua Santa,01-01-2020,7:00:00,2621.567871,1107.542847,0,0,12417.24023,,,
Alm Agua Santa,01-01-2020,7:15:00,2589.82959,1143.552734,0,0,12413.03125,,,
Alm Agua Santa,01-01-2020,7:30:00,2526.23877,1144.217651,0,0,12454.46973,,,
Alm Agua Santa,01-01-2020,7:45:00,2660.759766,1216.678955,0,0,12450.64844,,,
Alm Agua Santa,01-01-2020,8:00:00,2635.636719,1197.645142,0,0,12453.90527,,,
Alm Agua Santa,01-01-2020,8:15:00,2688.618164,1019.536743,0,0,12478.76074,,,
Alm Agua Santa,01-01-2020,8:30:00,2423.208496,407.3209534,0,0,12387.63574,,,
Alm Agua Santa,01-01-2020,8:45:00,2482.25293,381.5404968,0,0,12331.84375,,,
Alm Agua Santa,01-01-2020,9:00:00,2586.3479,416.4776611,0,0,12330.23926,,,
Alm Agua Santa,01-01-2020,9:15:00,2819.39209,489.1721191,0,0,12312.85645,,,
Alm Agua Santa,01-01-2020,9:30:00,2868.73877,495.372345,0,0,12303.2627,,,
Alm Agua Santa,01-01-2020,9:45:00,2940.080566,499.4143982,0,0,12294.97852,,,
Alm Agua Santa,01-01-2020,10:00:00,3005.61084,506.7807312,0,0,12295.26563,,,
Alm Agua Santa,01-01-2020,10:15:00,3071.373291,542.5595703,0,0,12350.88867,,,
Alm Agua Santa,01-01-2020,10:30:00,3223.331055,578.9684448,0,0,12427.99805,,,
Alm Agua Santa,01-01-2020,10:45:00,3252.082764,574.9611816,0,0,12423.83203,,,
Alm Agua Santa,01-01-2020,11:00:00,3290.247803,556.7650146,0,0,12420.58887,,,
Alm Agua Santa,01-01-2020,11:15:00,3524.164795,629.189209,0,0,12397.59766,,,
Alm Agua Santa,01-01-2020,11:30:00,3699.410889,665.0960693,0,0,12370.49512,,,
Alm Agua Santa,01-01-2020,11:45:00,3718.266357,675.0737305,0,0,12347.88965,,,
Alm Agua Santa,01-01-2020,12:00:00,3808.786377,685.1360474,0,0,12346.01758,,,
Alm Agua Santa,01-01-2020,12:15:00,3851.516602,694.9788818,0,0,12320.80762,,,
Alm Agua Santa,01-01-2020,12:30:00,3911.989258,694.4610596,0,0,12305.3457,,,
Alm Agua Santa,01-01-2020,12:45:00,3988.64624,690.3388062,0,0,12296.44922,,,
Alm Agua Santa,01-01-2020,13:00:00,4060.641113,716.8666992,0,0,12291.53027,,,
Alm Agua Santa,01-01-2020,13:15:00,4104.791016,795.9847412,0,0,12394.8252,,,
Alm Agua Santa,01-01-2020,13:30:00,4173.477051,836.3754272,0,0,12444.08887,,,
Alm Agua Santa,01-01-2020,13:45:00,4311.811035,880.8447876,0,0,12428.93848,,,
Alm Agua Santa,01-01-2020,14:00:00,4363.530273,892.2210083,0,0,12432.00098,,,
Alm Agua Santa,01-01-2020,14:15:00,4414.937012,890.0634155,0,0,12423.48926,,,
Alm Agua Santa,01-01-2020,14:30:00,4410.865723,916.8778076,0,0,12421.71484,,,
Alm Agua Santa,01-01-2020,14:45:00,4411.0625,925.5472412,0,0,12413.16113,,,
Alm Agua Santa,01-01-2020,15:00:00,4337.18457,913.0977783,0,0,12414.79492,,,
Alm Agua Santa,01-01-2020,15:15:00,4311.272949,926.7052612,0,0,12414.77246,,,
Alm Agua Santa,01-01-2020,15:30:00,4251.966797,919.725769,0,0,12420.41113,,,
Alm Agua Santa,01-01-2020,15:45:00,4206.989746,1125.522827,0,0,12408.16699,,,
Alm Agua Santa,01-01-2020,16:00:00,4185.225098,1528.817627,0,0,12381.09668,,,
Alm Agua Santa,01-01-2020,16:15:00,4112.13623,1501.766357,0,0,12383.40332,,,
Alm Agua Santa,01-01-2020,16:30:00,4064.637939,1486.628662,0,0,12382.07227,,,
Alm Agua Santa,01-01-2020,16:45:00,4009.311523,1483.113647,0,0,12390.95117,,,
Alm Agua Santa,01-01-2020,17:00:00,4000.431152,1509.331665,0,0,12394.90039,,,
Alm Agua Santa,01-01-2020,17:15:00,3958.384521,1498.973999,0,0,12405.07129,,,
Alm Agua Santa,01-01-2020,17:30:00,3944.335938,1495.112915,0,0,12405.60156,,,
Alm Agua Santa,01-01-2020,17:45:00,3965.380371,1499.386353,0,0,12402.32031,,,
Alm Agua Santa,01-01-2020,18:00:00,3943.832275,1501.109985,0,0,12401.26855,,,
Alm Agua Santa,01-01-2020,18:15:00,3965.151123,1500.454224,0,0,12419.41406,,,
Alm Agua Santa,01-01-2020,18:30:00,3967.661133,1499.710449,0,0,12425.36621,,,
Alm Agua Santa,01-01-2020,18:45:00,4003.457275,1466.302979,0,0,12425.34668,,,
Alm Agua Santa,01-01-2020,19:00:00,4033.008789,1494.673584,0,0,12421.19238,,,
Alm Agua Santa,01-01-2020,19:15:00,4100.648438,1504.805054,0,0,12411.13965,,,
Alm Agua Santa,01-01-2020,19:30:00,4053.925293,1487.077271,0,0,12421.06543,,,
Alm Agua Santa,01-01-2020,19:45:00,4065.78418,1474.913452,0,0,12413.70313,,,
Alm Agua Santa,01-01-2020,20:00:00,4082.324219,1453.817261,0,0,12408.14746,,,
Alm Agua Santa,01-01-2020,20:15:00,4171.475098,1465.837891,0,0,12400.79297,,,
Alm Agua Santa,01-01-2020,20:30:00,4241.348145,1462.236328,0,0,12394.85742,,,
Alm Agua Santa,01-01-2020,20:45:00,4292.708496,1439.856201,0,0,12397.92773,,,
Alm Agua Santa,01-01-2020,21:00:00,4536.708984,1470.749268,0,0,12384.89258,,,
Alm Agua Santa,01-01-2020,21:15:00,5024.402344,1610.992798,0,0,12330.92871,,,
Alm Agua Santa,01-01-2020,21:30:00,5433.730957,1647.583984,0,0,12324.90332,,,
Alm Agua Santa,01-01-2020,21:45:00,5497.691895,1554.684448,0,0,12329.48438,,,
Alm Agua Santa,01-01-2020,22:00:00,5427.766113,1521.323486,0,0,12336.43262,,,
Alm Agua Santa,01-01-2020,22:15:00,5400.866211,1488.147339,0,0,12348.13867,,,
Alm Agua Santa,01-01-2020,22:30:00,5312.737793,1483.697388,0,0,12370.38867,,,
Alm Agua Santa,01-01-2020,22:45:00,5178.487793,1462.901978,0,0,12395.99805,,,
Alm Agua Santa,01-01-2020,23:00:00,5061.526855,1439.138916,0,0,12418.87598,,,
Alm Agua Santa,01-01-2020,23:15:00,4946.595215,1454.794434,0,0,12439.86523,,,
Alm Agua Santa,01-01-2020,23:30:00,4748.769531,1453.839111,0,0,12459.10352,,,
Alm Agua Santa,01-01-2020,23:45:00,4552.442383,1415.686523,0,0,12480.30371,,,
Alm Agua Santa,02-01-2020,0:00:00,4387.87793,1397.728027,0,0,12483.29199,,,
Alm Agua Santa,02-01-2020,0:15:00,4253.982422,1399.223755,0,0,12484.56543,,,
Alm Agua Santa,02-01-2020,0:30:00,4088.709473,1389.442383,0,0,12490.0752,,,
Alm Agua Santa,02-01-2020,0:45:00,3918.294189,1385.910522,0,0,12498.57227,,,
Alm Agua Santa,02-01-2020,1:00:00,3798.395752,1405.683472,0,0,12510.59082,,,
Alm Agua Santa,02-01-2020,1:15:00,3615.469727,1302.231079,0,0,12373.51758,,,
Alm Agua Santa,02-01-2020,1:30:00,3514.643066,1305.656738,0,0,12381.63184,,,
Alm Agua Santa,02-01-2020,1:45:00,3358.69165,1263.302124,0,0,12398,,,
Alm Agua Santa,02-01-2020,2:00:00,3112.381104,1151.512451,0,0,12417.10449,,,
Alm Agua Santa,02-01-2020,2:15:00,2972.842529,1129.932373,0,0,12411.86426,,,
Alm Agua Santa,02-01-2020,2:30:00,3063.787598,1194.393066,0,0,12417.77539,,,
Alm Agua Santa,02-01-2020,2:45:00,3079.450195,1239.567749,0,0,12413.21973,,,
Alm Agua Santa,02-01-2020,3:00:00,3011.260986,1231.953979,0,0,12411.10449,,,
Alm Agua Santa,02-01-2020,3:15:00,2684.646484,1067.201538,0,0,12433.13379,,,
Alm Agua Santa,02-01-2020,3:30:00,2717.616211,1094.702393,0,0,12436.07031,,,
Alm Agua Santa,02-01-2020,3:45:00,2784.804932,1136.035156,0,0,12436.38965,,,
Alm Agua Santa,02-01-2020,4:00:00,2826.147949,1167.18042,0,0,12431.02734,,,
Alm Agua Santa,02-01-2020,4:15:00,2858.688477,1208.034912,0,0,12432.59082,,,
Alm Agua Santa,02-01-2020,4:30:00,2942.150635,1258.710693,0,0,12423.17969,,,
Alm Agua Santa,02-01-2020,4:45:00,2923.993408,1239.591919,0,0,12425.51758,,,
Alm Agua Santa,02-01-2020,5:00:00,2553.352051,1068.752319,0,0,12446.67969,,,
Alm Agua Santa,02-01-2020,5:15:00,2662.313477,1144.633423,0,0,12437.59668,,,
Alm Agua Santa,02-01-2020,5:30:00,2653.700439,1137.417847,0,0,12439.59863,,,
Alm Agua Santa,02-01-2020,5:45:00,2656.539551,1119.453125,0,0,12433.66211,,,
Alm Agua Santa,02-01-2020,6:00:00,2796.420654,1195.904785,0,0,12417.08105,,,
Alm Agua Santa,02-01-2020,6:15:00,2913.798828,1202.638428,0,0,12403.53418,,,
Alm Agua Santa,02-01-2020,6:30:00,2956.03418,1206.240479,0,0,12398.36426,,,
Alm Agua Santa,02-01-2020,6:45:00,2811.801514,1091.180664,0,0,12423.56445,,,
Alm Agua Santa,02-01-2020,7:00:00,2776.508545,1087.063477,0,0,12427.97656,,,
Alm Agua Santa,02-01-2020,7:15:00,2835.718018,1146.194824,0,0,12387.63086,,,
Alm Agua Santa,02-01-2020,7:30:00,3042.746826,1218.025269,0,0,12374.72852,,,
Alm Agua Santa,02-01-2020,7:45:00,3076.353271,1199.792725,0,0,12373.10352,,,
Alm Agua Santa,02-01-2020,8:00:00,3103.87085,1209.245972,0,0,12356.46875,,,
Alm Agua Santa,02-01-2020,8:15:00,3042.625,933.7095337,0,0,12338.75,,,
Alm Agua Santa,02-01-2020,8:30:00,2968.936279,454.1998291,0,0,12358.2627,,,
Alm Agua Santa,02-01-2020,8:45:00,3253.231934,598.3025513,0,0,12326.09668,,,
Alm Agua Santa,02-01-2020,9:00:00,3387.6604,636.4093018,0,0,12312.59473,,,
Alm Agua Santa,02-01-2020,9:15:00,3221.955322,514.5988159,0,0,12311.23535,,,
Alm Agua Santa,02-01-2020,9:30:00,3225.260498,494.6946411,0,0,12294.77637,,,
Alm Agua Santa,02-01-2020,9:45:00,3563.990479,673.5096436,0,0,12376.14551,,,
Alm Agua Santa,02-01-2020,10:00:00,3669.831787,699.6732788,0,0,12439.47363,,,
Alm Agua Santa,02-01-2020,10:15:00,3731.979004,720.199707,0,0,12454.52148,,,
Alm Agua Santa,02-01-2020,10:30:00,3701.384521,707.8822632,0,0,12429.51953,,,
Alm Agua Santa,02-01-2020,10:45:00,3764.94458,737.4002686,0,0,12411.30664,,,
Alm Agua Santa,02-01-2020,11:00:00,3765.874023,777.6486206,0,0,12467.1123,,,
Alm Agua Santa,02-01-2020,11:15:00,3814.414307,770.739563,0,0,12467.58594,,,
Alm Agua Santa,02-01-2020,11:30:00,3856.026123,788.7615967,0,0,12460.03418,,,
Alm Agua Santa,02-01-2020,11:45:00,3884.516113,785.5064087,0,0,12441.07031,,,
Alm Agua Santa,02-01-2020,12:00:00,4016.133301,797.918335,0,0,12427.37207,,,
Alm Agua Santa,02-01-2020,12:15:00,4066.047119,817.7858887,0,0,12420.42773,,,
Alm Agua Santa,02-01-2020,12:30:00,4098.128418,821.3897705,0,0,12422.75977,,,
Alm Agua Santa,02-01-2020,12:45:00,4164.043945,860.5408325,0,0,12422.26758,,,
Alm Agua Santa,02-01-2020,13:00:00,4215.70459,865.7923584,0,0,12404.68359,,,
Alm Agua Santa,02-01-2020,13:15:00,4304.240234,925.7103882,0,0,12388.09961,,,
Alm Agua Santa,02-01-2020,13:30:00,4326.20459,939.1791382,0,0,12371.46094,,,
Alm Agua Santa,02-01-2020,13:45:00,4295.203125,933.4351196,0,0,12366.20508,,,
Alm Agua Santa,02-01-2020,14:00:00,4330.744141,926.3806152,0,0,12354.5957,,,
Alm Agua Santa,02-01-2020,14:15:00,4379.839844,918.3209839,0,0,12336.8125,,,
Alm Agua Santa,02-01-2020,14:30:00,4338.007324,931.9866333,0,0,12338.35449,,,
Alm Agua Santa,02-01-2020,14:45:00,4303.401855,947.0638428,0,0,12343.7998,,,
Alm Agua Santa,02-01-2020,15:00:00,4302.748047,953.430603,0,0,12336.6748,,,
Alm Agua Santa,02-01-2020,15:15:00,4271.711426,942.2721558,0,0,12330.29883,,,
Alm Agua Santa,02-01-2020,15:30:00,4226.801758,932.0785522,0,0,12332.04102,,,
Alm Agua Santa,02-01-2020,15:45:00,4183.987793,1134.315918,0,0,12343.52148,,,
Alm Agua Santa,02-01-2020,16:00:00,4175.146484,1612.611084,0,0,12459.05566,,,
Alm Agua Santa,02-01-2020,16:15:00,4051.088623,1571.088135,0,0,12469.34961,,,
Alm Agua Santa,02-01-2020,16:30:00,3998.388184,1547.660767,0,0,12476.22852,,,
Alm Agua Santa,02-01-2020,16:45:00,3993.609863,1575.088013,0,0,12488.87793,,,
Alm Agua Santa,02-01-2020,17:00:00,4017.794678,1598.084595,0,0,12505.76074,,,
Alm Agua Santa,02-01-2020,17:15:00,3993.8396,1591.525269,0,0,12519.7334,,,
Alm Agua Santa,02-01-2020,17:30:00,3953.199463,1508.544922,0,0,12377.7627,,,
Alm Agua Santa,02-01-2020,17:45:00,3958.166992,1521.45752,0,0,12391.17773,,,
Alm Agua Santa,02-01-2020,18:00:00,4058.989014,1523.750732,0,0,12391.26074,,,
Alm Agua Santa,02-01-2020,18:15:00,4071.86792,1506.334595,0,0,12360.28906,,,
Alm Agua Santa,02-01-2020,18:30:00,4068.70459,1506.481445,0,0,12362.80957,,,
Alm Agua Santa,02-01-2020,18:45:00,4107.815918,1492.69165,0,0,12366.89063,,,
Alm Agua Santa,02-01-2020,19:00:00,4111.446289,1475.757813,0,0,12384.15625,,,
Alm Agua Santa,02-01-2020,19:15:00,4169.706055,1473.488647,0,0,12393.64258,,,
Alm Agua Santa,02-01-2020,19:30:00,4274.103027,1467.803711,0,0,12372.24902,,,
Alm Agua Santa,02-01-2020,19:45:00,4346.896484,1463.91333,0,0,12320.44629,,,
Alm Agua Santa,02-01-2020,20:00:00,4340.384277,1464.93457,0,0,12304.02539,,,
Alm Agua Santa,02-01-2020,20:15:00,4489.301758,1485.361694,0,0,12318.43359,,,
Alm Agua Santa,02-01-2020,20:30:00,4479.177734,1458.5625,0,0,12330.00098,,,
Alm Agua Santa,02-01-2020,20:45:00,4542.325684,1434.905884,0,0,12321.43555,,,
Alm Agua Santa,02-01-2020,21:00:00,4664.008789,1430.790894,0,0,12303.27539,,,
Alm Agua Santa,02-01-2020,21:15:00,5115.366211,1615.682861,0,0,12385.9707,,,
Alm Agua Santa,02-01-2020,21:30:00,5498.352051,1653.797607,0,0,12365.9375,,,
Alm Agua Santa,02-01-2020,21:45:00,5635.158691,1648.21106,0,0,12365.71777,,,
Alm Agua Santa,02-01-2020,22:00:00,5619.200195,1619.094482,0,0,12394.41895,,,
Alm Agua Santa,02-01-2020,22:15:00,5568.658203,1596.584351,0,0,12410.54785,,,
Alm Agua Santa,02-01-2020,22:30:00,5602.090332,1600.56665,0,0,12426.76855,,,
Alm Agua Santa,02-01-2020,22:45:00,5499.149414,1522.634155,0,0,12392.11914,,,
Alm Agua Santa,02-01-2020,23:00:00,5362.595703,1503.890747,0,0,12397.65625,,,
Alm Agua Santa,02-01-2020,23:15:00,5273.613281,1521.521484,0,0,12413.81152,,,
Alm Agua Santa,02-01-2020,23:30:00,5129.279297,1499.9104,0,0,12431.27539,,,
Alm Agua Santa,02-01-2020,23:45:00,4968.024414,1504.818359,0,0,12459.09082,,,
Alm Agua Santa,03-01-2020,0:00:00,4804.997559,1510.887207,0,0,12468.83398,,,
Alm Agua Santa,03-01-2020,0:15:00,4588.105469,1477.403564,0,0,12484.97363,,,
Alm Agua Santa,03-01-2020,0:30:00,4378.29834,1461.676758,0,0,12477.09863,,,
Alm Agua Santa,03-01-2020,0:45:00,3933.72168,1303.043701,0,0,12495.19043,,,
Alm Agua Santa,03-01-2020,1:00:00,3760.276123,1262.372559,0,0,12500.81934,,,
Alm Agua Santa,03-01-2020,1:15:00,3700.458496,1314.736206,0,0,12495.38574,,,
Alm Agua Santa,03-01-2020,1:30:00,3561.022705,1309.296875,0,0,12514.34473,,,
Alm Agua Santa,03-01-2020,1:45:00,3386.689941,1201.715088,0,0,12384.99023,,,
Alm Agua Santa,03-01-2020,2:00:00,3265.738525,1178.979736,0,0,12390.19043,,,
Alm Agua Santa,03-01-2020,2:15:00,3201.439453,1205.528809,0,0,12394.55957,,,
Alm Agua Santa,03-01-2020,2:30:00,2990.893799,1121.360474,0,0,12406.86035,,,
Alm Agua Santa,03-01-2020,2:45:00,2830.396484,1071.937744,0,0,12424.92871,,,
Alm Agua Santa,03-01-2020,3:00:00,2850.508545,1116.970215,0,0,12424.91895,,,
Alm Agua Santa,03-01-2020,3:15:00,2783.856445,1093.373047,0,0,12424.83594,,,
Alm Agua Santa,03-01-2020,3:30:00,2917.718506,1190.40686,0,0,12394.28027,,,
Alm Agua Santa,03-01-2020,3:45:00,2922.042725,1202.124023,0,0,12407.62012,,,
Alm Agua Santa,03-01-2020,4:00:00,2904.584961,1202.338501,0,0,12403.21582,,,
Alm Agua Santa,03-01-2020,4:15:00,2542.524902,1006.271667,0,0,12426.28516,,,
Alm Agua Santa,03-01-2020,4:30:00,2658.83667,1085.885864,0,0,12423.57129,,,
Alm Agua Santa,03-01-2020,4:45:00,2635.359375,1074.914307,0,0,12419.67285,,,
Alm Agua Santa,03-01-2020,5:00:00,2639.4646,1065.109131,0,0,12421.83789,,,
Alm Agua Santa,03-01-2020,5:15:00,2797.22998,1156.568848,0,0,12412.51855,,,
Alm Agua Santa,03-01-2020,5:30:00,2820.744141,1168.86084,0,0,12403.78125,,,
Alm Agua Santa,03-01-2020,5:45:00,2638.693604,1040.656616,0,0,12419.39551,,,
Alm Agua Santa,03-01-2020,6:00:00,2750.267578,1085.943848,0,0,12406.80762,,,
Alm Agua Santa,03-01-2020,6:15:00,2821.391113,1079.591675,0,0,12407.87402,,,
Alm Agua Santa,03-01-2020,6:30:00,2969.23291,1145.713989,0,0,12403.57031,,,
Alm Agua Santa,03-01-2020,6:45:00,3146.188721,1196.389282,0,0,12405.15527,,,
Alm Agua Santa,03-01-2020,7:00:00,3086.987549,1176.644165,0,0,12409.49219,,,
Alm Agua Santa,03-01-2020,7:15:00,2958.321045,1155.163574,0,0,12408.8877,,,
Alm Agua Santa,03-01-2020,7:30:00,2959.955078,1124.391357,0,0,12398.06543,,,
Alm Agua Santa,03-01-2020,7:45:00,2930.995117,1102.391357,0,0,12410.53809,,,
Alm Agua Santa,03-01-2020,8:00:00,2947.554443,1073.144409,0,0,12399.87305,,,
Alm Agua Santa,03-01-2020,8:15:00,3032.043457,909.9680176,0,0,12363.39551,,,
Alm Agua Santa,03-01-2020,8:30:00,3295.908447,599.6655273,0,0,12352.26758,,,
Alm Agua Santa,03-01-2020,8:45:00,3340.006104,606.9362183,0,0,12347.40625,,,
Alm Agua Santa,03-01-2020,9:00:00,3378.243896,616.2369385,0,0,12327.08398,,,
Alm Agua Santa,03-01-2020,9:15:00,3479.75415,646.0083618,0,0,12310.65039,,,
Alm Agua Santa,03-01-2020,9:30:00,3106.979248,434.1393127,0,0,12319.4209,,,
Alm Agua Santa,03-01-2020,9:45:00,3410.864502,565.2836304,0,0,12310.21973,,,
Alm Agua Santa,03-01-2020,10:00:00,3728.694336,663.7807617,0,0,12296.03125,,,
Alm Agua Santa,03-01-2020,10:15:00,3768.20459,685.1668091,0,0,12375.03906,,,
Alm Agua Santa,03-01-2020,10:30:00,3813.676758,713.7643433,0,0,12408.06543,,,
Alm Agua Santa,03-01-2020,10:45:00,3456.516602,555.4519043,0,0,12456.6543,,,
Alm Agua Santa,03-01-2020,11:00:00,3615.170166,657.8769531,0,0,12473.58789,,,
Alm Agua Santa,03-01-2020,11:15:00,3708.151611,672.1641846,0,0,12463.53516,,,
Alm Agua Santa,03-01-2020,11:30:00,3689.517578,685.190918,0,0,12464.61914,,,
Alm Agua Santa,03-01-2020,11:45:00,3803.76001,727.2080078,0,0,12490.51758,,,
Alm Agua Santa,03-01-2020,12:00:00,3851.720703,759.5862427,0,0,12473.49121,,,
Alm Agua Santa,03-01-2020,12:15:00,3914.50415,761.1364136,0,0,12464.61816,,,
Alm Agua Santa,03-01-2020,12:30:00,3835.35498,742.9806519,0,0,12471.00586,,,
Alm Agua Santa,03-01-2020,12:45:00,3919.285645,777.3273315,0,0,12461.03418,,,
Alm Agua Santa,03-01-2020,13:00:00,4088.520996,829.2409668,0,0,12449.30957,,,
Alm Agua Santa,03-01-2020,13:15:00,4096.397461,850.5119629,0,0,12440.55176,,,
Alm Agua Santa,03-01-2020,13:30:00,4166.40918,882.5228271,0,0,12427.75781,,,
Alm Agua Santa,03-01-2020,13:45:00,4279.499512,905.8776855,0,0,12416.4668,,,
Alm Agua Santa,03-01-2020,14:00:00,4291.238281,908.869751,0,0,12401.42188,,,
Alm Agua Santa,03-01-2020,14:15:00,4327.637695,939.4487305,0,0,12379.10645,,,
Alm Agua Santa,03-01-2020,14:30:00,4290.640625,946.2687988,0,0,12376.33984,,,
Alm Agua Santa,03-01-2020,14:45:00,4265.019531,929.8226318,0,0,12387.7168,,,
Alm Agua Santa,03-01-2020,15:00:00,4233.255859,940.2556763,0,0,12383.85254,,,
Alm Agua Santa,03-01-2020,15:15:00,4182.746094,924.9051514,0,0,12383.06445,,,
Alm Agua Santa,03-01-2020,15:30:00,4209.398438,941.3302002,0,0,12373.16113,,,
Alm Agua Santa,03-01-2020,15:45:00,4155.665527,1110.940552,0,0,12351.33301,,,
Alm Agua Santa,03-01-2020,16:00:00,4138.268555,1508.675415,0,0,12318.26074,,,
Alm Agua Santa,03-01-2020,16:15:00,4069.596191,1492.266113,0,0,12330.63965,,,
Alm Agua Santa,03-01-2020,16:30:00,4038.360107,1476.388672,0,0,12347.24219,,,
Alm Agua Santa,03-01-2020,16:45:00,4016.340088,1489.731812,0,0,12348.97656,,,
Alm Agua Santa,03-01-2020,17:00:00,3931.975098,1474.458374,0,0,12361.46777,,,
Alm Agua Santa,03-01-2020,17:15:00,3939.779541,1495.396118,0,0,12384.81152,,,
Alm Agua Santa,03-01-2020,17:30:00,3937.03125,1496.047119,0,0,12409.52441,,,
Alm Agua Santa,03-01-2020,17:45:00,3935.963867,1516.797485,0,0,12422.27441,,,
Alm Agua Santa,03-01-2020,18:00:00,3968.874268,1538.265137,0,0,12445.84863,,,
Alm Agua Santa,03-01-2020,18:15:00,3964.25708,1522.668823,0,0,12454.11914,,,
Alm Agua Santa,03-01-2020,18:30:00,3965.214111,1530.701904,0,0,12462.12793,,,
Alm Agua Santa,03-01-2020,18:45:00,4095.128662,1577.286011,0,0,12458.07422,,,
Alm Agua Santa,03-01-2020,19:00:00,4123.23291,1561.174072,0,0,12460.25098,,,
Alm Agua Santa,03-01-2020,19:15:00,4133.308105,1549.532349,0,0,12467.00195,,,
Alm Agua Santa,03-01-2020,19:30:00,4246.615234,1583.718018,0,0,12465.82422,,,
Alm Agua Santa,03-01-2020,19:45:00,4271.048828,1607.915649,0,0,12462.93359,,,
Alm Agua Santa,03-01-2020,20:00:00,4343.163086,1606.527222,0,0,12464.94238,,,
Alm Agua Santa,03-01-2020,20:15:00,4412.758789,1615.727173,0,0,12468.4043,,,
Alm Agua Santa,03-01-2020,20:30:00,4522.566406,1620.048584,0,0,12460.47754,,,
Alm Agua Santa,03-01-2020,20:45:00,4622.562988,1613.887329,0,0,12467.12207,,,
Alm Agua Santa,03-01-2020,21:00:00,4764.333984,1638.688354,0,0,12479.14648,,,
Alm Agua Santa,03-01-2020,21:15:00,5045.133789,1724.299927,0,0,12442.40234,,,
Alm Agua Santa,03-01-2020,21:30:00,5446.617676,1740.418335,0,0,12406.44531,,,
Alm Agua Santa,03-01-2020,21:45:00,5606.493652,1748.035522,0,0,12406.10352,,,
Alm Agua Santa,03-01-2020,22:00:00,5603.779297,1722.814087,0,0,12414.68848,,,
Alm Agua Santa,03-01-2020,22:15:00,5549.612305,1684.200317,0,0,12423.25488,,,
Alm Agua Santa,03-01-2020,22:30:00,5509.742676,1695.425049,0,0,12431.77344,,,
Alm Agua Santa,03-01-2020,22:45:00,5406.831543,1673.87854,0,0,12442.29297,,,
Alm Agua Santa,03-01-2020,23:00:00,5333.897949,1654.58313,0,0,12467.9668,,,
Alm Agua Santa,03-01-2020,23:15:00,5248.029297,1644.280518,0,0,12471.12012,,,
Alm Agua Santa,03-01-2020,23:30:00,5170.223145,1629.605591,0,0,12477.33203,,,
Alm Agua Santa,03-01-2020,23:45:00,5075.368652,1606.009155,0,0,12485.45313,,,
Alm Agua Santa,04-01-2020,0:00:00,4930.506836,1606.42627,0,0,12486.24316,,,
Alm Agua Santa,04-01-2020,0:15:00,4742.578125,1600.089111,0,0,12493.42676,,,
Alm Agua Santa,04-01-2020,0:30:00,4628.817871,1607.020264,0,0,12503.38184,,,
