Medidor,Fecha,Hora,kW_del,kVAr_del,kW_rec,kVAr_rec,tension,,,
Alm Agua Santa,07-01-2020,11:45:00,3912.199463,861.5120239,0,0,12296.71191,,,
Alm Agua Santa,07-01-2020,12:00:00,3945.799316,870.137146,0,0,12287.72852,,,
Alm Agua Santa,07-01-2020,12:15:00,3986.054688,938.0419312,0,0,12355.4209,,,
Alm Agua Santa,07-01-2020,12:30:00,4004.10376,951.947876,0,0,12384.16602,,,
Alm Agua Santa,07-01-2020,12:45:00,4089.855713,997.8204956,0,0,12380.69043,,,
Alm Agua Santa,07-01-2020,13:00:00,4148.869629,971.7203369,0,0,12381.49121,,,
Alm Agua Santa,07-01-2020,13:15:00,4203.305176,1001.521667,0,0,12381.0791,,,
Alm Agua Santa,07-01-2020,13:30:00,4168.03125,998.9484253,0,0,12390.55176,,,
Alm Agua Santa,07-01-2020,13:45:00,4156.973145,983.3547363,0,0,12384.16113,,,
Alm Agua Santa,07-01-2020,14:00:00,4168.385254,988.8584595,0,0,12389.06348,,,
Alm Agua Santa,07-01-2020,14:15:00,4166.799316,971.7543945,0,0,12386.49805,,,
Alm Agua Santa,07-01-2020,14:30:00,4158.291992,988.4673462,0,0,12376.32715,,,
Alm Agua Santa,07-01-2020,14:45:00,4153.109863,1005.083496,0,0,12366.35254,,,
Alm Agua Santa,07-01-2020,15:00:00,4135.935547,1011.055542,0,0,12376.3457,,,
Alm Agua Santa,07-01-2020,15:15:00,4154.663086,1016.300964,0,0,12380.35156,,,
Alm Agua Santa,07-01-2020,15:30:00,4105.446289,1003.043884,0,0,12380.96289,,,
Alm Agua Santa,07-01-2020,15:45:00,4068.504639,1186.63501,0,0,12349.74512,,,
Alm Agua Santa,07-01-2020,16:00:00,4021.645752,1595.792603,0,0,12313.12891,,,
Alm Agua Santa,07-01-2020,16:15:00,3998.328613,1539.029419,0,0,12316.87793,,,
Alm Agua Santa,07-01-2020,16:30:00,3983.435547,1547.255005,0,0,12325.70703,,,
Alm Agua Santa,07-01-2020,16:45:00,3976.122803,1553.928223,0,0,12336.39063,,,
Alm Agua Santa,07-01-2020,17:00:00,3936.627441,1535.582886,0,0,12346.06348,,,
Alm Agua Santa,07-01-2020,17:15:00,4006.638672,1568.621704,0,0,12360.90039,,,
Alm Agua Santa,07-01-2020,17:30:00,4000.075195,1575.341797,0,0,12376.18652,,,
Alm Agua Santa,07-01-2020,17:45:00,4063.681885,1589.393799,0,0,12378.28418,,,
Alm Agua Santa,07-01-2020,18:00:00,4075.367432,1593.770508,0,0,12383.91211,,,
Alm Agua Santa,07-01-2020,18:15:00,4072.107178,1633.351807,0,0,12394.32324,,,
Alm Agua Santa,07-01-2020,18:30:00,4114.933594,1618.767212,0,0,12397.52441,,,
Alm Agua Santa,07-01-2020,18:45:00,4132.214355,1610.674561,0,0,12414.25195,,,
Alm Agua Santa,07-01-2020,19:00:00,4132.980957,1585.265747,0,0,12424.43555,,,
Alm Agua Santa,07-01-2020,19:15:00,4202.470703,1615.387939,0,0,12428.0498,,,
Alm Agua Santa,07-01-2020,19:30:00,4266.468262,1606.798218,0,0,12426.38965,,,
Alm Agua Santa,07-01-2020,19:45:00,4311.661621,1607.989502,0,0,12428.87109,,,
Alm Agua Santa,07-01-2020,20:00:00,4374.219238,1603.314941,0,0,12423.21289,,,
Alm Agua Santa,07-01-2020,20:15:00,4468.787109,1600.40564,0,0,12438.04297,,,
Alm Agua Santa,07-01-2020,20:30:00,4632.867676,1629.954468,0,0,12424.19434,,,
Alm Agua Santa,07-01-2020,20:45:00,4735.642578,1619.199707,0,0,12433.58301,,,
Alm Agua Santa,07-01-2020,21:00:00,4946.98877,1640.459839,0,0,12418.81445,,,
Alm Agua Santa,07-01-2020,21:15:00,5362.14209,1746.860107,0,0,12363.75195,,,
Alm Agua Santa,07-01-2020,21:30:00,5581.416016,1728.348633,0,0,12353.57129,,,
Alm Agua Santa,07-01-2020,21:45:00,5644.534668,1699.696167,0,0,12358.32227,,,
Alm Agua Santa,07-01-2020,22:00:00,5661.375488,1682.699097,0,0,12367.53223,,,
Alm Agua Santa,07-01-2020,22:15:00,5653.635742,1654.816284,0,0,12389.05371,,,
Alm Agua Santa,07-01-2020,22:30:00,5618.887207,1663.846436,0,0,12405.95508,,,
Alm Agua Santa,07-01-2020,22:45:00,5525.027344,1646.040649,0,0,12431.29785,,,
Alm Agua Santa,07-01-2020,23:00:00,5364.948242,1641.319824,0,0,12455.98535,,,
Alm Agua Santa,07-01-2020,23:15:00,5166.699707,1642.858887,0,0,12488.91602,,,
Alm Agua Santa,07-01-2020,23:30:00,5112.637695,1640.06189,0,0,12492.4082,,,
Alm Agua Santa,07-01-2020,23:45:00,4888.775391,1566.046997,0,0,12512.07227,,,
Alm Agua Santa,08-01-2020,0:00:00,4451.562988,1364.897583,0,0,12403.58203,,,
Alm Agua Santa,08-01-2020,0:15:00,4427.314941,1429.903564,0,0,12374.12305,,,
Alm Agua Santa,08-01-2020,0:30:00,4311.782715,1456.944092,0,0,12376.93555,,,
Alm Agua Santa,08-01-2020,0:45:00,4151.01123,1432.64978,0,0,12398.39453,,,
Alm Agua Santa,08-01-2020,1:00:00,4001.792969,1438.487427,0,0,12409.2959,,,
Alm Agua Santa,08-01-2020,1:15:00,3851.838867,1409.918945,0,0,12418.31543,,,
Alm Agua Santa,08-01-2020,1:30:00,3712.397705,1396.075684,0,0,12432.31738,,,
Alm Agua Santa,08-01-2020,1:45:00,3540.180176,1358.907104,0,0,12458.62988,,,
Alm Agua Santa,08-01-2020,2:00:00,3452.442627,1359.928467,0,0,12426.78223,,,
Alm Agua Santa,08-01-2020,2:15:00,3365.621826,1351.115479,0,0,12422.20996,,,
Alm Agua Santa,08-01-2020,2:30:00,3306.11377,1350.12146,0,0,12426.33594,,,
Alm Agua Santa,08-01-2020,2:45:00,3210.591064,1356.789307,0,0,12433.65918,,,
Alm Agua Santa,08-01-2020,3:00:00,3133.893799,1339.52832,0,0,12439.37109,,,
Alm Agua Santa,08-01-2020,3:15:00,3068.237305,1302.456421,0,0,12452.20215,,,
Alm Agua Santa,08-01-2020,3:30:00,2923.850098,1226.13269,0,0,12464.33594,,,
Alm Agua Santa,08-01-2020,3:45:00,2797.606445,1195.94043,0,0,12468.55957,,,
Alm Agua Santa,08-01-2020,4:00:00,2951.775391,1290.592529,0,0,12460.59375,,,
Alm Agua Santa,08-01-2020,4:15:00,2958.616455,1295.192383,0,0,12458.6875,,,
Alm Agua Santa,08-01-2020,4:30:00,2937.266357,1293.630371,0,0,12469.97656,,,
Alm Agua Santa,08-01-2020,4:45:00,2912.609375,1264.204834,0,0,12440.28418,,,
Alm Agua Santa,08-01-2020,5:00:00,2615.997803,1100.999634,0,0,12419.97656,,,
Alm Agua Santa,08-01-2020,5:15:00,2728.021973,1161.748657,0,0,12420.75879,,,
Alm Agua Santa,08-01-2020,5:30:00,2795.645752,1184.047729,0,0,12423.11621,,,
Alm Agua Santa,08-01-2020,5:45:00,2951.196533,1235.703491,0,0,12409.64844,,,
Alm Agua Santa,08-01-2020,6:00:00,2972.132813,1254.777954,0,0,12404.08301,,,
Alm Agua Santa,08-01-2020,6:15:00,2995.226807,1246.700684,0,0,12394.34082,,,
Alm Agua Santa,08-01-2020,6:30:00,2841.737793,1120.201172,0,0,12393.67871,,,
Alm Agua Santa,08-01-2020,6:45:00,2953.79126,1159.230103,0,0,12379.30859,,,
Alm Agua Santa,08-01-2020,7:00:00,3044.40625,1193.524658,0,0,12392.63086,,,
Alm Agua Santa,08-01-2020,7:15:00,3123.410645,1258.528687,0,0,12384.23535,,,
Alm Agua Santa,08-01-2020,7:30:00,3360.291748,1296.37207,0,0,12366.05762,,,
Alm Agua Santa,08-01-2020,7:45:00,3335.843018,1262.609009,0,0,12355.03027,,,
Alm Agua Santa,08-01-2020,8:00:00,3326.718994,1232.153687,0,0,12348.76465,,,
Alm Agua Santa,08-01-2020,8:15:00,3148.025146,973.4137573,0,0,12349.50684,,,
Alm Agua Santa,08-01-2020,8:30:00,3111.430908,511.7848511,0,0,12364.30957,,,
Alm Agua Santa,08-01-2020,8:45:00,3458.217529,654.8015747,0,0,12322.49414,,,
Alm Agua Santa,08-01-2020,9:00:00,3587.481689,713.701355,0,0,12291.20508,,,
Alm Agua Santa,08-01-2020,9:15:00,3641.965332,703.4129028,0,0,12288.15527,,,
Alm Agua Santa,08-01-2020,9:30:00,3212.240479,489.5505371,0,0,12314.95996,,,
Alm Agua Santa,08-01-2020,9:45:00,3430.656738,629.9451294,0,0,12297.26758,,,
Alm Agua Santa,08-01-2020,10:00:00,3665.802979,787.6734009,0,0,12422.60156,,,
Alm Agua Santa,08-01-2020,10:15:00,3743.432129,803.6212158,0,0,12426.90234,,,
Alm Agua Santa,08-01-2020,10:30:00,3794.508789,793.0510864,0,0,12417.55078,,,
Alm Agua Santa,08-01-2020,10:45:00,3855.783936,787.0569458,0,0,12418.55859,,,
Alm Agua Santa,08-01-2020,11:00:00,3860.51001,797.2258911,0,0,12408.24707,,,
Alm Agua Santa,08-01-2020,11:15:00,3824.964844,781.4544678,0,0,12409.37891,,,
Alm Agua Santa,08-01-2020,11:30:00,3811.224854,797.1187744,0,0,12420.27637,,,
Alm Agua Santa,08-01-2020,11:45:00,3867.08374,845.5496216,0,0,12441.35254,,,
Alm Agua Santa,08-01-2020,12:00:00,3926.335205,846.0559082,0,0,12406.10938,,,
Alm Agua Santa,08-01-2020,12:15:00,3983.770264,881.6209106,0,0,12398.04688,,,
Alm Agua Santa,08-01-2020,12:30:00,4042.07373,891.0195923,0,0,12390.64355,,,
Alm Agua Santa,08-01-2020,12:45:00,4099.610352,887.2272339,0,0,12393.83105,,,
Alm Agua Santa,08-01-2020,13:00:00,4089.747559,899.034729,0,0,12388.08887,,,
Alm Agua Santa,08-01-2020,13:15:00,4157.014648,918.7640381,0,0,12387.7334,,,
Alm Agua Santa,08-01-2020,13:30:00,4118.57666,907.7496338,0,0,12384.56738,,,
Alm Agua Santa,08-01-2020,13:45:00,4150.598633,923.4025879,0,0,12374.12305,,,
Alm Agua Santa,08-01-2020,14:00:00,4237.58252,943.1213989,0,0,12365.91406,,,
Alm Agua Santa,08-01-2020,14:15:00,4246.489746,944.0089722,0,0,12356.71094,,,
Alm Agua Santa,08-01-2020,14:30:00,4270.037109,969.3237305,0,0,12425.76758,,,
Alm Agua Santa,08-01-2020,14:45:00,4246.708984,984.0153198,0,0,12419.07422,,,
Alm Agua Santa,08-01-2020,15:00:00,4121.245117,941.8237915,0,0,12422.35352,,,
Alm Agua Santa,08-01-2020,15:15:00,4104.525391,956.5638428,0,0,12419.06641,,,
Alm Agua Santa,08-01-2020,15:30:00,4155.92041,944.2042847,0,0,12423.67969,,,
Alm Agua Santa,08-01-2020,15:45:00,4185.788574,1164.923096,0,0,12415.58887,,,
Alm Agua Santa,08-01-2020,16:00:00,4160.157715,1586.566772,0,0,12386.65234,,,
Alm Agua Santa,08-01-2020,16:15:00,4094.661621,1541.608398,0,0,12389.31738,,,
Alm Agua Santa,08-01-2020,16:30:00,3944.419678,1500.22229,0,0,12410.49512,,,
Alm Agua Santa,08-01-2020,16:45:00,3927.342529,1505.803589,0,0,12425.66992,,,
Alm Agua Santa,08-01-2020,17:00:00,3963.333496,1522.280273,0,0,12439.04004,,,
Alm Agua Santa,08-01-2020,17:15:00,4011.442871,1532.292603,0,0,12446.93555,,,
Alm Agua Santa,08-01-2020,17:30:00,4052.665527,1573.707153,0,0,12465.66211,,,
Alm Agua Santa,08-01-2020,17:45:00,4030.214355,1566.312866,0,0,12468.83789,,,
Alm Agua Santa,08-01-2020,18:00:00,4005.429199,1586.634644,0,0,12466.18457,,,
Alm Agua Santa,08-01-2020,18:15:00,3978.779053,1572.897461,0,0,12464.11426,,,
Alm Agua Santa,08-01-2020,18:30:00,3983.26416,1557.060669,0,0,12466.27734,,,
Alm Agua Santa,08-01-2020,18:45:00,4068.025879,1579.352661,0,0,12469.51563,,,
Alm Agua Santa,08-01-2020,19:00:00,4123.425293,1585.511108,0,0,12481.63867,,,
Alm Agua Santa,08-01-2020,19:15:00,4182.179199,1573.439209,0,0,12485.92578,,,
Alm Agua Santa,08-01-2020,19:30:00,4094.157227,1468.638794,0,0,12508.23047,,,
Alm Agua Santa,08-01-2020,19:45:00,3940.975098,1423.758667,0,0,12507.53906,,,
Alm Agua Santa,08-01-2020,20:00:00,4257.904297,1538.523682,0,0,12484.38184,,,
Alm Agua Santa,08-01-2020,20:15:00,4355.547363,1560.632813,0,0,12481.38086,,,
Alm Agua Santa,08-01-2020,20:30:00,4575.029785,1583.912109,0,0,12468.50977,,,
Alm Agua Santa,08-01-2020,20:45:00,4695.682129,1577.71582,0,0,12461.06348,,,
Alm Agua Santa,08-01-2020,21:00:00,4962.435547,1618.230225,0,0,12437.83691,,,
Alm Agua Santa,08-01-2020,21:15:00,5413.768555,1726.149048,0,0,12382.75488,,,
Alm Agua Santa,08-01-2020,21:30:00,5575.944824,1679.616821,0,0,12354.36621,,,
Alm Agua Santa,08-01-2020,21:45:00,5582.420898,1627.448608,0,0,12358.64063,,,
Alm Agua Santa,08-01-2020,22:00:00,5594.205078,1616.516724,0,0,12341.53027,,,
Alm Agua Santa,08-01-2020,22:15:00,5677.30127,1638.04834,0,0,12362.9082,,,
Alm Agua Santa,08-01-2020,22:30:00,5578.096191,1619.577759,0,0,12380.59473,,,
Alm Agua Santa,08-01-2020,22:45:00,5467.199219,1615.700317,0,0,12398.10938,,,
Alm Agua Santa,08-01-2020,23:00:00,5287.887695,1570.630859,0,0,12431.96484,,,
Alm Agua Santa,08-01-2020,23:15:00,5086.18457,1531.314453,0,0,12450.20313,,,
Alm Agua Santa,08-01-2020,23:30:00,4752.429688,1441.475586,0,0,12472.36133,,,
Alm Agua Santa,08-01-2020,23:45:00,4603.03125,1403.874146,0,0,12489.40137,,,
Alm Agua Santa,09-01-2020,0:00:00,4658.279297,1478.160889,0,0,12498.23047,,,
Alm Agua Santa,09-01-2020,0:15:00,4625.056641,1532.018188,0,0,12501.9541,,,
Alm Agua Santa,09-01-2020,0:30:00,4259.705566,1449.835327,0,0,12495.80859,,,
Alm Agua Santa,09-01-2020,0:45:00,3800.609619,1239.527222,0,0,12378.61133,,,
Alm Agua Santa,09-01-2020,1:00:00,3864.20166,1337.869141,0,0,12383.80859,,,
Alm Agua Santa,09-01-2020,1:15:00,3829.0271,1369.930176,0,0,12387.72266,,,
Alm Agua Santa,09-01-2020,1:30:00,3671.241455,1329.391357,0,0,12409.46875,,,
Alm Agua Santa,09-01-2020,1:45:00,3489.813232,1277.014404,0,0,12432.21289,,,
Alm Agua Santa,09-01-2020,2:00:00,3386.785645,1267.115112,0,0,12435.11816,,,
Alm Agua Santa,09-01-2020,2:15:00,3324.925293,1292.543335,0,0,12450.95996,,,
Alm Agua Santa,09-01-2020,2:30:00,3277.039307,1318.245483,0,0,12438.54688,,,
Alm Agua Santa,09-01-2020,2:45:00,2958.538818,1149.648438,0,0,12420.06445,,,
Alm Agua Santa,09-01-2020,3:00:00,2974.627441,1187.171265,0,0,12412.95215,,,
Alm Agua Santa,09-01-2020,3:15:00,2908.995605,1145.455078,0,0,12419.55371,,,
Alm Agua Santa,09-01-2020,3:30:00,2926.907227,1184.890015,0,0,12428.57422,,,
Alm Agua Santa,09-01-2020,3:45:00,3004.108643,1225.740479,0,0,12432.43457,,,
Alm Agua Santa,09-01-2020,4:00:00,3017.153564,1266.801514,0,0,12437.26465,,,
Alm Agua Santa,09-01-2020,4:15:00,2906.354004,1255.14856,0,0,12439.7168,,,
Alm Agua Santa,09-01-2020,4:30:00,2521.554443,1027.300293,0,0,12461.06543,,,
Alm Agua Santa,09-01-2020,4:45:00,2677.883057,1124.53772,0,0,12457.07715,,,
Alm Agua Santa,09-01-2020,5:00:00,2694.080322,1115.175415,0,0,12459.37012,,,
Alm Agua Santa,09-01-2020,5:15:00,2755.175293,1143.88562,0,0,12445.32324,,,
Alm Agua Santa,09-01-2020,5:30:00,2866.976318,1191.269653,0,0,12447.70898,,,
Alm Agua Santa,09-01-2020,5:45:00,2871.945801,1189.499023,0,0,12444.01953,,,
Alm Agua Santa,09-01-2020,6:00:00,2729.211914,1105.84375,0,0,12443.69141,,,
Alm Agua Santa,09-01-2020,6:15:00,2733.0625,1080.733154,0,0,12430.81934,,,
Alm Agua Santa,09-01-2020,6:30:00,2852.320557,1094.88501,0,0,12414.88672,,,
Alm Agua Santa,09-01-2020,6:45:00,2970.425293,1122.717285,0,0,12413.92285,,,
Alm Agua Santa,09-01-2020,7:00:00,3073.884033,1211.542847,0,0,12426.77539,,,
Alm Agua Santa,09-01-2020,7:15:00,3072.593506,1189.802246,0,0,12413.01465,,,
Alm Agua Santa,09-01-2020,7:30:00,3131.619873,1211.083252,0,0,12410.13477,,,
Alm Agua Santa,09-01-2020,7:45:00,2739.930908,1003.219543,0,0,12433.14063,,,
Alm Agua Santa,09-01-2020,8:00:00,3077.756104,1160.023193,0,0,12421.96191,,,
Alm Agua Santa,09-01-2020,8:15:00,3323.789551,1060.40979,0,0,12418.20215,,,
Alm Agua Santa,09-01-2020,8:30:00,3337.095703,636.8751831,0,0,12493.84082,,,
Alm Agua Santa,09-01-2020,8:45:00,2938.495117,430.7088318,0,0,12486.5918,,,
Alm Agua Santa,09-01-2020,9:00:00,3312.196777,642.3449097,0,0,12450.41113,,,
Alm Agua Santa,09-01-2020,9:15:00,3602.939209,726.574585,0,0,12417.83105,,,
Alm Agua Santa,09-01-2020,9:30:00,3635.53125,718.5883789,0,0,12402.6582,,,
Alm Agua Santa,09-01-2020,9:45:00,3658.108398,714.9549561,0,0,12381.6377,,,
Alm Agua Santa,09-01-2020,10:00:00,3721.92627,743.3242798,0,0,12370.77734,,,
Alm Agua Santa,09-01-2020,10:15:00,3738.038086,737.1064453,0,0,12379.11816,,,
Alm Agua Santa,09-01-2020,10:30:00,3812.549316,790.2407837,0,0,12354.20703,,,
Alm Agua Santa,09-01-2020,10:45:00,3831.528076,770.5770264,0,0,12339.34766,,,
Alm Agua Santa,09-01-2020,11:00:00,3826.643311,767.6769409,0,0,12324.90137,,,
Alm Agua Santa,09-01-2020,11:15:00,3848.634277,795.6273804,0,0,12357.96094,,,
Alm Agua Santa,09-01-2020,11:30:00,3923.980225,912.4136963,0,0,12492.58984,,,
Alm Agua Santa,09-01-2020,11:45:00,3975.472656,942.1358643,0,0,12480.79785,,,
Alm Agua Santa,09-01-2020,12:00:00,3983.343506,962.1480713,0,0,12451.93848,,,
Alm Agua Santa,09-01-2020,12:15:00,4058.920898,976.2915649,0,0,12441.84961,,,
Alm Agua Santa,09-01-2020,12:30:00,4087.030029,1002.29425,0,0,12431.33887,,,
Alm Agua Santa,09-01-2020,12:45:00,4108.794922,1015.067261,0,0,12421.16016,,,
Alm Agua Santa,09-01-2020,13:00:00,4189.266113,1031.611938,0,0,12411.06641,,,
Alm Agua Santa,09-01-2020,13:15:00,4180.437012,1000.640625,0,0,12423.78711,,,
Alm Agua Santa,09-01-2020,13:30:00,4159.30957,1010.308594,0,0,12434.50781,,,
Alm Agua Santa,09-01-2020,13:45:00,4203.359375,1029.561523,0,0,12418.7334,,,
Alm Agua Santa,09-01-2020,14:00:00,4225.312988,1047.900024,0,0,12405.28223,,,
Alm Agua Santa,09-01-2020,14:15:00,4243.42041,1051.296265,0,0,12396.13379,,,
Alm Agua Santa,09-01-2020,14:30:00,4236.874023,1071.152222,0,0,12378.65137,,,
Alm Agua Santa,09-01-2020,14:45:00,4198.869141,1086.536011,0,0,12380.99805,,,
Alm Agua Santa,09-01-2020,15:00:00,4245.212891,1098.381958,0,0,12354.75586,,,
Alm Agua Santa,09-01-2020,15:15:00,4242.854004,1097.297729,0,0,12342.20801,,,
Alm Agua Santa,09-01-2020,15:30:00,4192.34375,1088.547241,0,0,12343.91699,,,
Alm Agua Santa,09-01-2020,15:45:00,4190.972168,1245.656494,0,0,12340.03223,,,
Alm Agua Santa,09-01-2020,16:00:00,4216.347168,1685.132813,0,0,12314.25,,,
Alm Agua Santa,09-01-2020,16:15:00,4200.427246,1655.288452,0,0,12323.2002,,,
Alm Agua Santa,09-01-2020,16:30:00,4168.375,1673.442627,0,0,12325.21094,,,
Alm Agua Santa,09-01-2020,16:45:00,4114.868652,1631.614502,0,0,12335.83984,,,
Alm Agua Santa,09-01-2020,17:00:00,4131.14209,1647.157227,0,0,12367.34082,,,
Alm Agua Santa,09-01-2020,17:15:00,4152.693848,1662.889404,0,0,12389.88965,,,
Alm Agua Santa,09-01-2020,17:30:00,4160.585938,1688.09375,0,0,12396.42969,,,
Alm Agua Santa,09-01-2020,17:45:00,4146.672363,1676.277588,0,0,12365.86426,,,
Alm Agua Santa,09-01-2020,18:00:00,4185.743164,1710.898315,0,0,12377.62891,,,
Alm Agua Santa,09-01-2020,18:15:00,4201.622559,1714.123047,0,0,12406.21191,,,
Alm Agua Santa,09-01-2020,18:30:00,4208.212402,1700.147339,0,0,12415.3291,,,
Alm Agua Santa,09-01-2020,18:45:00,4161.769531,1690.033813,0,0,12436.11914,,,
Alm Agua Santa,09-01-2020,19:00:00,4140.129883,1651.627686,0,0,12444.23047,,,
Alm Agua Santa,09-01-2020,19:15:00,4161.747559,1639.365234,0,0,12446.27344,,,
Alm Agua Santa,09-01-2020,19:30:00,4233.319824,1651.375488,0,0,12447.81152,,,
Alm Agua Santa,09-01-2020,19:45:00,4277.488281,1649.487915,0,0,12459.22656,,,
Alm Agua Santa,09-01-2020,20:00:00,4302.098145,1628.975342,0,0,12482.28809,,,
Alm Agua Santa,09-01-2020,20:15:00,4387.131348,1634.170654,0,0,12488.88672,,,
Alm Agua Santa,09-01-2020,20:30:00,4428.864258,1634.708984,0,0,12478.26465,,,
Alm Agua Santa,09-01-2020,20:45:00,4579.669434,1629.796387,0,0,12467.4209,,,
Alm Agua Santa,09-01-2020,21:00:00,4759.335449,1637.135254,0,0,12450.05762,,,
Alm Agua Santa,09-01-2020,21:15:00,5305.125977,1768.529297,0,0,12359.91016,,,
Alm Agua Santa,09-01-2020,21:30:00,5527.072266,1732.499634,0,0,12344.93652,,,
Alm Agua Santa,09-01-2020,21:45:00,5616.574707,1715.927979,0,0,12345.24902,,,
Alm Agua Santa,09-01-2020,22:00:00,5633.202148,1708.999512,0,0,12357.36426,,,
Alm Agua Santa,09-01-2020,22:15:00,5594.229492,1689.455078,0,0,12387.31445,,,
Alm Agua Santa,09-01-2020,22:30:00,5551.688965,1689.434326,0,0,12415.83789,,,
Alm Agua Santa,09-01-2020,22:45:00,5469.276855,1657.834351,0,0,12425.64063,,,
Alm Agua Santa,09-01-2020,23:00:00,5350.740723,1665.66272,0,0,12431.21777,,,
Alm Agua Santa,09-01-2020,23:15:00,5212.783203,1663.663696,0,0,12444.30078,,,
Alm Agua Santa,09-01-2020,23:30:00,5069.776367,1631.62085,0,0,12470.22656,,,
Alm Agua Santa,09-01-2020,23:45:00,4932.724609,1608.101929,0,0,12477.30859,,,
Alm Agua Santa,10-01-2020,0:00:00,4765.312988,1601.452637,0,0,12499.29492,,,
Alm Agua Santa,10-01-2020,0:15:00,4534.154297,1577.223511,0,0,12499.65137,,,
Alm Agua Santa,10-01-2020,0:30:00,4332.854492,1480.069946,0,0,12358.04199,,,
Alm Agua Santa,10-01-2020,0:45:00,4204.025391,1460.959839,0,0,12387.2793,,,
Alm Agua Santa,10-01-2020,1:00:00,3749.183594,1267.380005,0,0,12390.67188,,,
Alm Agua Santa,10-01-2020,1:15:00,3525.902832,1174.488403,0,0,12311.08984,,,
Alm Agua Santa,10-01-2020,1:30:00,3560.170166,1257.279663,0,0,12327.14258,,,
Alm Agua Santa,10-01-2020,1:45:00,3399.931152,1215.499878,0,0,12348.09961,,,
Alm Agua Santa,10-01-2020,2:00:00,3303.084473,1232.071167,0,0,12363.23145,,,
Alm Agua Santa,10-01-2020,2:15:00,3161.088867,1205.384888,0,0,12368.01074,,,
Alm Agua Santa,10-01-2020,2:30:00,2847.404297,1075.845947,0,0,12388.74414,,,
Alm Agua Santa,10-01-2020,2:45:00,2928.316895,1159.814697,0,0,12388.6543,,,
Alm Agua Santa,10-01-2020,3:00:00,2868.756836,1149.331665,0,0,12413.48926,,,
Alm Agua Santa,10-01-2020,3:15:00,3018.914551,1242.382568,0,0,12424.41113,,,
Alm Agua Santa,10-01-2020,3:30:00,3299.895752,1387.437866,0,0,12421.90137,,,
Alm Agua Santa,10-01-2020,3:45:00,3172.375977,1306.271729,0,0,12426.67773,,,
Alm Agua Santa,10-01-2020,4:00:00,2803.277588,1137.757202,0,0,12445.44531,,,
Alm Agua Santa,10-01-2020,4:15:00,2838.171875,1172.990845,0,0,12449.14258,,,
Alm Agua Santa,10-01-2020,4:30:00,2938.352539,1232.327759,0,0,12442.05371,,,
Alm Agua Santa,10-01-2020,4:45:00,2958.854736,1241.115479,0,0,12443.23145,,,
Alm Agua Santa,10-01-2020,5:00:00,2926.246826,1245.08606,0,0,12442.46094,,,
Alm Agua Santa,10-01-2020,5:15:00,2861.34082,1214.498169,0,0,12443.09473,,,
Alm Agua Santa,10-01-2020,5:30:00,2862.233154,1216.764526,0,0,12442.35449,,,
Alm Agua Santa,10-01-2020,5:45:00,2870.947021,1198.078125,0,0,12442.13574,,,
Alm Agua Santa,10-01-2020,6:00:00,2921.260986,1222.74231,0,0,12439.25684,,,
Alm Agua Santa,10-01-2020,6:15:00,2972.830811,1191.786377,0,0,12434.76367,,,
Alm Agua Santa,10-01-2020,6:30:00,3061.739502,1200.752319,0,0,12418.88965,,,
Alm Agua Santa,10-01-2020,6:45:00,3092.567383,1210.529419,0,0,12425.63867,,,
Alm Agua Santa,10-01-2020,7:00:00,2930.501221,1165.396973,0,0,12446.53223,,,
Alm Agua Santa,10-01-2020,7:15:00,2876.532471,1146.981934,0,0,12447.21191,,,
Alm Agua Santa,10-01-2020,7:30:00,2896.614014,1138.916626,0,0,12438.87012,,,
Alm Agua Santa,10-01-2020,7:45:00,2942.001953,1128.693359,0,0,12435.76367,,,
Alm Agua Santa,10-01-2020,8:00:00,3176.551025,1204.777222,0,0,12408.91602,,,
Alm Agua Santa,10-01-2020,8:15:00,3301.546387,1076.130981,0,0,12386.57813,,,
Alm Agua Santa,10-01-2020,8:30:00,3371.986328,671.3235474,0,0,12394.63574,,,
Alm Agua Santa,10-01-2020,8:45:00,3390.458984,646.2705078,0,0,12362.30957,,,
Alm Agua Santa,10-01-2020,9:00:00,3409.774902,652.1085815,0,0,12353.4375,,,
Alm Agua Santa,10-01-2020,9:15:00,3601.670166,725.9136963,0,0,12321.73242,,,
Alm Agua Santa,10-01-2020,9:30:00,3667.26416,717.9372559,0,0,12297.72656,,,
Alm Agua Santa,10-01-2020,9:45:00,3706.299561,693.3828125,0,0,12290.01074,,,
Alm Agua Santa,10-01-2020,10:00:00,3676.720215,719.8651733,0,0,12363.91797,,,
Alm Agua Santa,10-01-2020,10:15:00,3757.649902,750.0385132,0,0,12416.51465,,,
Alm Agua Santa,10-01-2020,10:30:00,3820.859863,809.5465698,0,0,12431.7168,,,
Alm Agua Santa,10-01-2020,10:45:00,3847.692871,847.6281738,0,0,12458.39844,,,
Alm Agua Santa,10-01-2020,11:00:00,3868.065186,871.6237793,0,0,12474.86426,,,
Alm Agua Santa,10-01-2020,11:15:00,3894.309082,868.2097778,0,0,12441.31152,,,
Alm Agua Santa,10-01-2020,11:30:00,3918.255859,883.3297119,0,0,12420.14258,,,
Alm Agua Santa,10-01-2020,11:45:00,3936.609863,887.9797974,0,0,12410.34961,,,
Alm Agua Santa,10-01-2020,12:00:00,3981.376465,912.1647949,0,0,12403.30371,,,
